[2023-07-17T20:28:23Z INFO  dt_instance] Current Twin: mc-twin-5
[2023-07-17T20:28:23Z INFO  dt_instance] Replica Name twin-mc-stateful-5
[2023-07-17T20:28:23Z INFO  dt_instance] Sleeping for 250
[2023-07-17T20:32:33Z INFO  dt_instance] Connecting to broker at emqx.dtwins:1883
[2023-07-17T20:32:33Z INFO  dt_instance] Loggin info each 50 messages
[2023-07-17T20:32:33Z INFO  dt_instance] Set max packet size to 60000 KB.
[2023-07-17T20:32:33Z INFO  dt_instance] Refreshing topics for twin - Listen to mc-5/#
[2023-07-17T20:32:33Z INFO  dt_instance] SubAck { pkid: 1, return_codes: [Success(ExactlyOnce)] }
[2023-07-17T20:33:42Z INFO  dt_instance] received at 2023-07-17 20:33:42.149117974 UTC - from mc-5->source-2 "9" 20:33:42.146943449
[2023-07-17T20:33:45Z INFO  dt_instance] received at 2023-07-17 20:33:45.401558641 UTC - from mc-5->source-3 "13" 20:33:45.400372231
[2023-07-17T20:33:47Z INFO  dt_instance] received at 2023-07-17 20:33:47.915476448 UTC - from mc-5->source-1 "23" 20:33:47.914512626
[2023-07-17T20:33:50Z INFO  dt_instance] received at 2023-07-17 20:33:50.422398593 UTC - from mc-5->source-1 "28" 20:33:50.421437025
[2023-07-17T20:33:52Z INFO  dt_instance] received at 2023-07-17 20:33:52.927628625 UTC - from mc-5->source-1 "33" 20:33:52.926666003
[2023-07-17T20:33:55Z INFO  dt_instance] received at 2023-07-17 20:33:55.433380148 UTC - from mc-5->source-1 "38" 20:33:55.432509888
[2023-07-17T20:33:57Z INFO  dt_instance] received at 2023-07-17 20:33:57.939699701 UTC - from mc-5->source-1 "43" 20:33:57.938725353
[2023-07-17T20:34:00Z INFO  dt_instance] received at 2023-07-17 20:34:00.446969923 UTC - from mc-5->source-1 "48" 20:34:00.445813152
[2023-07-17T20:34:02Z INFO  dt_instance] received at 2023-07-17 20:34:02.951872117 UTC - from mc-5->source-1 "53" 20:34:02.950705248
[2023-07-17T20:34:05Z INFO  dt_instance] received at 2023-07-17 20:34:05.456998480 UTC - from mc-5->source-1 "58" 20:34:05.455940447
[2023-07-17T20:34:07Z INFO  dt_instance] received at 2023-07-17 20:34:07.962538004 UTC - from mc-5->source-1 "63" 20:34:07.961501499
[2023-07-17T20:34:10Z INFO  dt_instance] received at 2023-07-17 20:34:10.468278817 UTC - from mc-5->source-3 "63" 20:34:10.466964588
[2023-07-17T20:34:12Z INFO  dt_instance] received at 2023-07-17 20:34:12.974456618 UTC - from mc-5->source-1 "73" 20:34:12.973230539
[2023-07-17T20:34:15Z INFO  dt_instance] received at 2023-07-17 20:34:15.482610996 UTC - from mc-5->source-1 "78" 20:34:15.481637339
[2023-07-17T20:34:17Z INFO  dt_instance] received at 2023-07-17 20:34:17.988666865 UTC - from mc-5->source-1 "83" 20:34:17.987258011
[2023-07-17T20:34:20Z INFO  dt_instance] received at 2023-07-17 20:34:20.494720387 UTC - from mc-5->source-1 "88" 20:34:20.493339441
[2023-07-17T20:34:23Z INFO  dt_instance] received at 2023-07-17 20:34:23.000854088 UTC - from mc-5->source-1 "93" 20:34:22.999693547
[2023-07-17T20:34:25Z INFO  dt_instance] received at 2023-07-17 20:34:25.506310242 UTC - from mc-5->source-1 "98" 20:34:25.505308188
[2023-07-17T20:34:28Z INFO  dt_instance] received at 2023-07-17 20:34:28.012753073 UTC - from mc-5->source-1 "103" 20:34:28.011902642
[2023-07-17T20:34:30Z INFO  dt_instance] received at 2023-07-17 20:34:30.518220990 UTC - from mc-5->source-1 "108" 20:34:30.517127363
[2023-07-17T20:34:33Z INFO  dt_instance] received at 2023-07-17 20:34:33.022881789 UTC - from mc-5->source-1 "113" 20:34:33.021601984
[2023-07-17T20:34:35Z INFO  dt_instance] received at 2023-07-17 20:34:35.529737139 UTC - from mc-5->source-1 "118" 20:34:35.526978364
[2023-07-17T20:34:38Z INFO  dt_instance] received at 2023-07-17 20:34:38.034838740 UTC - from mc-5->source-3 "118" 20:34:38.033935153
[2023-07-17T20:34:40Z INFO  dt_instance] received at 2023-07-17 20:34:40.539701313 UTC - from mc-5->source-3 "123" 20:34:40.538522912
[2023-07-17T20:34:43Z INFO  dt_instance] received at 2023-07-17 20:34:43.045447028 UTC - from mc-5->source-3 "128" 20:34:43.044397654
[2023-07-17T20:34:45Z INFO  dt_instance] received at 2023-07-17 20:34:45.553558364 UTC - from mc-5->source-3 "133" 20:34:45.549742623
[2023-07-17T20:34:48Z INFO  dt_instance] received at 2023-07-17 20:34:48.057846144 UTC - from mc-5->source-1 "143" 20:34:48.055409941
[2023-07-17T20:34:50Z INFO  dt_instance] received at 2023-07-17 20:34:50.561899247 UTC - from mc-5->source-3 "143" 20:34:50.560935728
[2023-07-17T20:34:53Z INFO  dt_instance] received at 2023-07-17 20:34:53.067902440 UTC - from mc-5->source-3 "148" 20:34:53.066849806
[2023-07-17T20:34:55Z INFO  dt_instance] received at 2023-07-17 20:34:55.575518662 UTC - from mc-5->source-1 "158" 20:34:55.573465392
[2023-07-17T20:34:58Z INFO  dt_instance] received at 2023-07-17 20:34:58.085382229 UTC - from mc-5->source-3 "158" 20:34:58.078976844
[2023-07-17T20:35:00Z INFO  dt_instance] received at 2023-07-17 20:35:00.584209040 UTC - from mc-5->source-3 "163" 20:35:00.583429483
[2023-07-17T20:35:03Z INFO  dt_instance] received at 2023-07-17 20:35:03.090488592 UTC - from mc-5->source-3 "168" 20:35:03.089386914
[2023-07-17T20:35:05Z INFO  dt_instance] received at 2023-07-17 20:35:05.599295413 UTC - from mc-5->source-3 "173" 20:35:05.597114069
[2023-07-17T20:35:08Z INFO  dt_instance] received at 2023-07-17 20:35:08.104905699 UTC - from mc-5->source-3 "178" 20:35:08.103649283
[2023-07-17T20:35:10Z INFO  dt_instance] received at 2023-07-17 20:35:10.610117879 UTC - from mc-5->source-3 "183" 20:35:10.608721513
[2023-07-17T20:35:13Z INFO  dt_instance] received at 2023-07-17 20:35:13.116316798 UTC - from mc-5->source-1 "193" 20:35:13.115304762
[2023-07-17T20:35:15Z INFO  dt_instance] received at 2023-07-17 20:35:15.622474010 UTC - from mc-5->source-1 "198" 20:35:15.621353160
[2023-07-17T20:35:18Z INFO  dt_instance] received at 2023-07-17 20:35:18.128806063 UTC - from mc-5->source-1 "203" 20:35:18.127679002
[2023-07-17T20:35:20Z INFO  dt_instance] received at 2023-07-17 20:35:20.635702216 UTC - from mc-5->source-1 "208" 20:35:20.634209366
[2023-07-17T20:35:23Z INFO  dt_instance] received at 2023-07-17 20:35:23.141174534 UTC - from mc-5->source-3 "208" 20:35:23.140408201
[2023-07-17T20:35:25Z INFO  dt_instance] received at 2023-07-17 20:35:25.650284703 UTC - from mc-5->source-3 "213" 20:35:25.647379108
[2023-07-17T20:35:28Z INFO  dt_instance] received at 2023-07-17 20:35:28.155717669 UTC - from mc-5->source-3 "218" 20:35:28.154084669
[2023-07-17T20:35:30Z INFO  dt_instance] received at 2023-07-17 20:35:30.669891593 UTC - from mc-5->source-3 "223" 20:35:30.668820323
