"Time","emqx-2","emqx-1","emqx-0","emqx-3","Total"
2023-06-22 16:03:15,447076,317433,236069,482635,1483213
2023-06-22 16:03:30,503324,343003,254913,506233,1607473
2023-06-22 16:03:45,533024,356114,293231,556418,1738787
2023-06-22 16:04:00,595814,383360,312887,582001,1874062
2023-06-22 16:04:15,628337,397759,353385,635465,2014946
2023-06-22 16:04:30,696769,426879,374229,663010,2160887
2023-06-22 16:04:45,733992,441470,416325,718741,2310528
2023-06-22 16:05:00,813210,471644,437371,747365,2469590
2023-06-22 16:05:15,853947,487332,480916,805252,2627447
2023-06-22 16:05:30,936679,519896,503931,835225,2795731
2023-06-22 16:05:45,978381,536455,550169,899238,2964243
2023-06-22 16:06:00,1065065,569568,574170,932706,3141509
2023-06-22 16:06:15,1108884,586128,624601,1001873,3321486
2023-06-22 16:06:30,1198700,619209,651137,1038121,3507167
2023-06-22 16:06:45,1244799,635597,705090,1113336,3698822
2023-06-22 16:07:00,1339069,668240,732921,1152298,3892528
2023-06-22 16:07:15,1386723,684596,790899,1233860,4096078
2023-06-22 16:07:30,1482186,718174,820027,1276081,4296468
2023-06-22 16:07:45,1530481,736492,877986,1361720,4506679
2023-06-22 16:08:00,1628586,773135,906909,1404567,4713197
2023-06-22 16:08:15,1679579,791475,964649,1490160,4925863
2023-06-22 16:08:30,1783200,828062,993601,1532944,5137807
2023-06-22 16:08:45,1835449,846287,1051369,1618427,5351532
2023-06-22 16:09:00,1940387,882992,1080363,1661285,5565027
2023-06-22 16:09:15,1991782,901473,1138355,1748068,5779678
2023-06-22 16:09:30,2096361,938201,1167190,1792215,5993967
2023-06-22 16:09:45,2148776,956497,1225089,1880402,6210764
2023-06-22 16:10:00,2255240,993081,1254083,1924481,6426885
2023-06-22 16:10:15,2308944,1011430,1311884,2012693,6644951
2023-06-22 16:10:30,2416616,1048348,1340844,2056605,6862413
2023-06-22 16:10:45,2470469,1067544,1398667,2144200,7080880
2023-06-22 16:11:00,2577942,1106742,1427813,2188157,7300654
2023-06-22 16:11:15,2631504,1126394,1486142,2275932,7519972
2023-06-22 16:11:30,2741123,1165732,1515343,2319719,7741917
2023-06-22 16:11:45,2796204,1185383,1573443,2407325,7962355
2023-06-22 16:12:00,2906473,1224561,1602582,2451025,8184641
2023-06-22 16:12:15,2961589,1244023,1660853,2538972,8405437
2023-06-22 16:12:30,3071825,1282726,1689900,2582955,8627406
2023-06-22 16:12:45,3126534,1302182,1748086,2670702,8847504
2023-06-22 16:13:00,3236738,1341038,1777099,2714624,9069499
2023-06-22 16:13:15,3291945,1360441,1835127,2802343,9289856
2023-06-22 16:13:30,3401935,1399263,1864324,2846293,9511815
2023-06-22 16:13:45,3456902,1418872,1922414,2934174,9732362
2023-06-22 16:14:00,3566821,1457687,1951647,2978154,9954309
2023-06-22 16:14:15,3620895,1476056,2009970,3065942,10172863
2023-06-22 16:14:30,3726723,1510159,2039151,3109937,10385970
2023-06-22 16:14:45,3779506,1525468,2097233,3197216,10599423
2023-06-22 16:15:00,3881774,1554289,2126035,3240302,10802400
2023-06-22 16:15:15,3932668,1568111,2182750,3324101,11007630
2023-06-22 16:15:30,4034583,1592503,2210514,3365213,11202813
2023-06-22 16:15:45,4085067,1604204,2264463,3445310,11399044
2023-06-22 16:16:00,4184903,1627484,2291261,3483943,11587591
2023-06-22 16:16:15,4234190,1638684,2344860,3556220,11773954
2023-06-22 16:16:30,4330852,1659878,2371638,3591423,11953791
2023-06-22 16:16:45,4377715,1669873,2424182,3659862,12131632
2023-06-22 16:17:00,4471235,1689300,2449869,3693095,12303499
2023-06-22 16:17:15,4517033,1699002,2500090,3755725,12471850
2023-06-22 16:17:30,4606073,1718160,2524861,3785929,12635023
2023-06-22 16:17:45,4647370,1727651,2573415,3846388,12794824
2023-06-22 16:18:00,4726801,1746660,2596975,3876626,12947062
2023-06-22 16:18:15,4764907,1756145,2640782,3937096,13098930
2023-06-22 16:18:30,4838173,1775155,2661182,3967329,13241839
2023-06-22 16:18:45,4874250,1784648,2698629,4027335,13384862
2023-06-22 16:19:00,4945052,1803660,2716173,4055619,13520504
2023-06-22 16:19:15,4979368,1813149,2748800,4112101,13653418
2023-06-22 16:19:30,5043004,1832146,2764021,4140375,13779546
2023-06-22 16:19:45,5073390,1841651,2792145,4196899,13904085
2023-06-22 16:20:00,5131894,1860625,2805453,4224350,14022322
2023-06-22 16:20:15,5159474,1870123,2830940,4276731,14137268
2023-06-22 16:20:30,5211543,1889119,2843414,4302585,14246661
2023-06-22 16:20:45,5235878,1898614,2867221,4350959,14352672
2023-06-22 16:21:00,5282211,1917609,2878519,4375071,14453410
2023-06-22 16:21:15,5303572,1927110,2900026,4419950,14550658
2023-06-22 16:21:30,5342891,1945850,2910615,4442094,14641450
2023-06-22 16:21:45,5359104,1954686,2931805,4486407,14732002
2023-06-22 16:22:00,5389660,1970977,2942407,4508530,14811574
2023-06-22 16:22:15,5404373,1978415,2961157,4550686,14894631
2023-06-22 16:22:30,5433565,1993014,2969564,4570057,14966200
2023-06-22 16:22:45,5447770,2000314,2984059,4605087,15037230
2023-06-22 16:23:00,5472092,2014920,2990110,4621753,15098875
2023-06-22 16:23:15,5482473,2022212,3000018,4654870,15159573
2023-06-22 16:23:30,5499789,2036815,3004671,4669708,15210983
2023-06-22 16:23:45,5507261,2044111,3013822,4696492,15261686
2023-06-22 16:24:00,5521874,2058727,3016751,4708132,15305484
2023-06-22 16:24:15,5529183,2066034,3022073,4727883,15345173
2023-06-22 16:24:30,5543804,2078769,3024639,4737208,15384420
2023-06-22 16:24:45,5551107,2084090,3028266,4755863,15419326
2023-06-22 16:25:00,5564533,2094769,3029600,4765200,15454102
2023-06-22 16:25:15,5569867,2100084,3032266,4783664,15485881
2023-06-22 16:25:30,5580498,2110757,3033600,4792282,15517137
2023-06-22 16:25:45,5585843,2116065,3036259,4808385,15546552
2023-06-22 16:26:00,5596488,2126737,3037600,4816324,15577149
2023-06-22 16:26:15,5601820,2132048,3040251,4830827,15604946
2023-06-22 16:26:30,5612473,2142727,3041590,4837482,15634272
2023-06-22 16:26:45,5617802,2147862,3044249,4850815,15660728
2023-06-22 16:27:00,5628467,2156596,3045585,4857475,15688123
2023-06-22 16:27:15,5633801,2160592,3048249,4870813,15713455
2023-06-22 16:27:30,5644467,2168584,3049350,4877467,15739868
2023-06-22 16:27:45,5649789,2172579,3050000,4890796,15763164
2023-06-22 16:28:00,5660454,2180572,3050000,4897456,15788482
2023-06-22 16:28:15,5665769,2184288,3050000,4910784,15810841
2023-06-22 16:28:30,5676426,2190184,3050000,4917425,15834035
2023-06-22 16:28:45,5681753,2192851,3050000,4930758,15855362
2023-06-22 16:29:00,5692416,2197490,3050000,4937408,15877314
2023-06-22 16:29:15,5697738,2199032,3050000,4950740,15897510
2023-06-22 16:29:30,5708400,2201700,3050000,4957401,15917501
2023-06-22 16:29:45,5713735,2203027,3050000,4970199,15936961
2023-06-22 16:30:00,5724400,2205685,3050000,4975848,15955933
2023-06-22 16:30:15,5729735,2207023,3050000,4986516,15973274
2023-06-22 16:30:30,5740396,2209684,3050000,4991570,15991650
2023-06-22 16:30:45,5745728,2211017,3050000,5000176,16006921
2023-06-22 16:31:00,5756382,2213683,3050000,5004166,16024231
2023-06-22 16:31:15,5761714,2215016,3050000,5011471,16038201
2023-06-22 16:31:30,5772359,2217683,3050000,5014350,16054392
2023-06-22 16:31:45,5777674,2219016,3050000,5019657,16066347
2023-06-22 16:32:00,5788338,2221683,3050000,5021921,16081942
2023-06-22 16:32:15,5793668,2223016,3050000,5025000,16091684
2023-06-22 16:32:30,5804178,2225678,3050000,5026334,16106190
2023-06-22 16:32:45,5808840,2227003,3050000,5029000,16114843
2023-06-22 16:33:00,5816982,2229670,3050000,5030334,16126986
2023-06-22 16:33:15,5820957,2231000,3050000,5032984,16134941
2023-06-22 16:33:30,5827539,2233666,3050000,5034334,16145539
2023-06-22 16:33:45,5830213,2235000,3050000,5036984,16152197
2023-06-22 16:34:00,5835535,2237666,3050000,5038322,16161523
2023-06-22 16:34:15,5838200,2239000,3050000,5039931,16167131
2023-06-22 16:34:30,5843533,2241666,3050000,5040000,16175199
2023-06-22 16:34:45,5846135,2243000,3050000,5040000,16179135
2023-06-22 16:35:00,5849919,2245658,3050000,5040000,16185577
2023-06-22 16:35:15,5851249,2246993,3050000,5040000,16188242
2023-06-22 16:35:30,5853917,2249393,3050000,5040000,16193310
2023-06-22 16:35:45,5855249,2249931,3050000,5040000,16195180
2023-06-22 16:36:00,5857917,2250000,3050000,5040000,16197917
2023-06-22 16:36:15,5859124,2250000,3050000,5040000,16199124
2023-06-22 16:36:30,5860000,2250000,3050000,5040000,16200000
2023-06-22 16:36:45,5860000,2250000,3050000,5040000,16200000
2023-06-22 16:37:00,5860000,2250000,3050000,5040000,16200000
2023-06-22 16:37:15,5860000,2250000,3050000,5040000,16200000

