"Time","emqx-2","emqx-1","emqx-0","emqx-3"
2023-06-22 16:11:45,4961413,3298012,3688928,4596899
2023-06-22 16:12:00,5154162,3415023,3757648,4680110
2023-06-22 16:12:15,5249737,3472816,3894020,4846851
2023-06-22 16:12:30,5442148,3588897,3962487,4930512
2023-06-22 16:12:45,5537228,3646670,4098767,5096672
2023-06-22 16:13:00,5729754,3763298,4167268,5180201
2023-06-22 16:13:15,5825460,3821030,4303038,5346105
2023-06-22 16:13:30,6017483,3937457,4371765,5429647
2023-06-22 16:13:45,6112862,3995827,4507714,5596164
2023-06-22 16:14:00,6304395,4112990,4576357,5679731
2023-06-22 16:14:15,6398157,4169652,4711481,5845232
2023-06-22 16:14:30,6583154,4279970,4779024,5927855
2023-06-22 16:14:45,6674410,4332361,4911106,6090991
2023-06-22 16:15:00,6853285,4434336,4976532,6171384
2023-06-22 16:15:15,6941210,4483648,5104414,6327755
2023-06-22 16:15:30,7116755,4578677,5167564,6404615
2023-06-22 16:15:45,7202695,4624565,5289631,6553901
2023-06-22 16:16:00,7373415,4715836,5350137,6626785
2023-06-22 16:16:15,7456908,4759774,5468347,6765207
2023-06-22 16:16:30,7621850,4846309,5527308,6833345
2023-06-22 16:16:45,7701275,4887547,5641453,6964583
2023-06-22 16:17:00,7860176,4969469,5697990,7028901
2023-06-22 16:17:15,7937194,5009040,5806791,7151332
2023-06-22 16:17:30,8088962,5087511,5860706,7211046
2023-06-22 16:17:45,8159864,5125222,5964606,7328329
2023-06-22 16:18:00,8298604,5200384,6015711,7386649
2023-06-22 16:18:15,8365055,5236556,6112130,7501003
2023-06-22 16:18:30,8494597,5308269,6158701,7557401
2023-06-22 16:18:45,8557510,5342971,6246218,7667633
2023-06-22 16:19:00,8681458,5411665,6288533,7720443
2023-06-22 16:19:15,8741016,5444917,6368349,7824065
2023-06-22 16:19:30,8854162,5510696,6406706,7875405
2023-06-22 16:19:45,8907977,5542381,6479059,7976091
2023-06-22 16:20:00,9012687,5604898,6514447,8025312
2023-06-22 16:20:15,9061893,5634724,6581771,8118657
2023-06-22 16:20:30,9156732,5694199,6615089,8164709
2023-06-22 16:20:45,9200818,5722716,6678323,8250391
2023-06-22 16:21:00,9286560,5779569,6709341,8293082
2023-06-22 16:21:15,9325904,5806454,6767290,8372213
2023-06-22 16:21:30,9401401,5860120,6796119,8411281
2023-06-22 16:21:45,9434151,5884994,6850446,8487072
2023-06-22 16:22:00,9497879,5933083,6877619,8524663
2023-06-22 16:22:15,9527710,5954498,6926772,8595525
2023-06-22 16:22:30,9586944,5996519,6950076,8628859
2023-06-22 16:22:45,9614723,6016165,6991621,8689475
2023-06-22 16:23:00,9664929,6055103,7010895,8718204
2023-06-22 16:23:15,9686907,6073219,7044423,8773092
2023-06-22 16:23:30,9726149,6109054,7060305,8798240
2023-06-22 16:23:45,9743271,6125777,7089649,8843688
2023-06-22 16:24:00,9776420,6158599,7102043,8864431
2023-06-22 16:24:15,9791739,6173947,7124446,8900441
2023-06-22 16:24:30,9822956,6203203,7135599,8918112
2023-06-22 16:24:45,9837504,6215841,7154597,8951631
2023-06-22 16:25:00,9866067,6241846,7163829,8968587
2023-06-22 16:25:15,9877919,6253763,7180499,9000947
2023-06-22 16:25:30,9902432,6278291,7189136,9016693
2023-06-22 16:25:45,9914005,6289843,7205210,9046139
2023-06-22 16:26:00,9938220,6314014,7213688,9061085
2023-06-22 16:26:15,9949552,6325380,7229173,9088548
2023-06-22 16:26:30,9973264,6349009,7237292,9101932
2023-06-22 16:26:45,9984455,6360027,7252433,9127915
2023-06-22 16:27:00,10007695,6381070,7260347,9141102
2023-06-22 16:27:15,10018607,6390614,7275021,9166579
2023-06-22 16:27:30,10041503,6410611,7282549,9179629
2023-06-22 16:27:45,10052155,6419896,7294702,9204656
2023-06-22 16:28:00,10074479,6439427,7300836,9217392
2023-06-22 16:28:15,10084974,6448279,7312038,9242065
2023-06-22 16:28:30,10106755,6465071,7317920,9254568
2023-06-22 16:28:45,10116965,6472599,7328675,9278753
2023-06-22 16:29:00,10138412,6487812,7334430,9291127
2023-06-22 16:29:15,10148346,6493926,7344717,9314754
2023-06-22 16:29:30,10169358,6506676,7350261,9326767
2023-06-22 16:29:45,10179148,6512444,7360234,9349470
2023-06-22 16:30:00,10199553,6524683,7365531,9360194
2023-06-22 16:30:15,10209096,6530253,7375088,9380191
2023-06-22 16:30:30,10229190,6542234,7380209,9390135
2023-06-22 16:30:45,10238433,6547511,7389095,9407526
2023-06-22 16:31:00,10258095,6559035,7393940,9416188
2023-06-22 16:31:15,10267183,6564197,7402477,9431942
2023-06-22 16:31:30,10286221,6575251,7407014,9439181
2023-06-22 16:31:45,10295083,6580211,7415047,9452448
2023-06-22 16:32:00,10313765,6590952,7419396,9458926
2023-06-22 16:32:15,10322299,6595658,7426813,9469355
2023-06-22 16:32:30,10340415,6606072,7430969,9474634
2023-06-22 16:32:45,10348152,6610599,7437917,9484274
2023-06-22 16:33:00,10363364,6620470,7441680,9489269
2023-06-22 16:33:15,10370240,6624849,7448200,9498474
2023-06-22 16:33:30,10383442,6634436,7451745,9503351
2023-06-22 16:33:45,10388688,6638558,7457573,9511987
2023-06-22 16:34:00,10400311,6647811,7460942,9516620
2023-06-22 16:34:15,10405376,6651750,7466407,9523829
2023-06-22 16:34:30,10416490,6660387,7469465,9526832
2023-06-22 16:34:45,10421345,6664158,7474591,9531943
2023-06-22 16:35:00,10430407,6672331,7477511,9534741
2023-06-22 16:35:15,10433588,6675770,7482065,9539376
2023-06-22 16:35:30,10441132,6683358,7484783,9542018
2023-06-22 16:35:45,10444129,6685806,7488856,9546341
2023-06-22 16:36:00,10451104,6690453,7491275,9548671
2023-06-22 16:36:15,10453824,6692167,7495042,9552596
2023-06-22 16:36:30,10458672,6696232,7497201,9554740
2023-06-22 16:36:45,10459962,6697611,7500368,9558009
2023-06-22 16:37:00,10463769,6701413,7502425,9559975
2023-06-22 16:37:15,10465058,6702792,7505586,9563210

