"Time","emqx-2","emqx-1","emqx-0","emqx-3"
2023-06-22 15:53:45,,,0,
2023-06-22 15:54:00,0,0,0,0
2023-06-22 15:54:15,0,0,0,0
2023-06-22 15:54:30,0,0,0,0
2023-06-22 15:54:45,0,0,0,0
2023-06-22 15:55:00,0,0,0,0
2023-06-22 15:55:15,0,0,0,0
2023-06-22 15:55:30,0,0,0,0
2023-06-22 15:55:45,0,0,0,0
2023-06-22 15:56:00,0,0,0,0
2023-06-22 15:56:15,2,4,2,2
2023-06-22 15:56:30,2,4,2,2
2023-06-22 15:56:45,3,8,3,5
2023-06-22 15:57:00,7,10,3,5
2023-06-22 15:57:15,167,112,513,270
2023-06-22 15:57:30,5895,4525,1979,1692
2023-06-22 15:57:45,9410,8475,6031,7035
2023-06-22 15:58:00,21600,21844,9047,11086
2023-06-22 15:58:15,29668,30653,16552,22215
2023-06-22 15:58:30,48989,53896,21665,29698
2023-06-22 15:58:45,59416,67416,34355,49047
2023-06-22 15:59:00,82995,96350,42207,61114
2023-06-22 15:59:15,96126,111717,61003,94135
2023-06-22 15:59:30,125382,144830,71527,112672
2023-06-22 15:59:45,142987,162890,95975,154018
2023-06-22 16:00:00,179963,201664,109876,176679
2023-06-22 16:00:15,199572,222191,140675,227781
2023-06-22 16:00:30,242268,265450,157875,256892
2023-06-22 16:00:45,277061,298384,192818,287355
2023-06-22 16:01:00,322417,334693,214651,350111
2023-06-22 16:01:15,352743,359088,257265,416796
2023-06-22 16:01:30,420176,410666,281161,452110
2023-06-22 16:01:45,454658,437040,333074,523860
2023-06-22 16:02:00,527604,494501,361994,562618
2023-06-22 16:02:15,565122,524019,423235,643129
2023-06-22 16:02:30,647224,585485,456452,684301
2023-06-22 16:02:45,690797,616833,527562,768377
2023-06-22 16:03:00,782818,682147,565420,811765
2023-06-22 16:03:15,830476,716002,643829,903728
2023-06-22 16:03:30,931534,787563,684584,950817
2023-06-22 16:03:45,984616,824150,767700,1049847
2023-06-22 16:04:00,1096720,900855,810792,1100977
2023-06-22 16:04:15,1154517,940741,899359,1207241
2023-06-22 16:04:30,1275709,1022934,945334,1262321
2023-06-22 16:04:45,1339998,1064529,1039352,1374432
2023-06-22 16:05:00,1476301,1151161,1087783,1432545
2023-06-22 16:05:15,1545730,1195411,1186620,1550300
2023-06-22 16:05:30,1689153,1288617,1238663,1611383
2023-06-22 16:05:45,1761527,1335673,1343534,1738666
2023-06-22 16:06:00,1913175,1432265,1398112,1804888
2023-06-22 16:06:15,1989739,1480710,1510297,1940639
2023-06-22 16:06:30,2148669,1580280,1569717,2011408
2023-06-22 16:06:45,2229472,1629853,1689990,2156451
2023-06-22 16:07:00,2396326,1731535,1752534,2231213
2023-06-22 16:07:15,2480727,1782715,1881086,2385437
2023-06-22 16:07:30,2651891,1887840,1946591,2464784
2023-06-22 16:07:45,2737972,1942067,2077569,2624990
2023-06-22 16:08:00,2913291,2051749,2143615,2705643
2023-06-22 16:08:15,3003062,2106705,2275707,2866660
2023-06-22 16:08:30,3185863,2217937,2342547,2947681
2023-06-22 16:08:45,3277087,2272972,2475197,3109152
2023-06-22 16:09:00,3461603,2384838,2542210,3190460
2023-06-22 16:09:15,3551678,2440790,2675697,3353908
2023-06-22 16:09:30,3735976,2553328,2742792,3436939
2023-06-22 16:09:45,3827701,2608993,2876328,3602138
2023-06-22 16:10:00,4014716,2721805,2943881,3685102
2023-06-22 16:10:15,4108296,2778068,3077910,3851014
2023-06-22 16:10:30,4297073,2891478,3145543,3933888
2023-06-22 16:10:45,4391045,2948532,3280025,4098944
2023-06-22 16:11:00,4580325,3064935,3348354,4182119
2023-06-22 16:11:15,4674032,3122770,3484270,4347866
2023-06-22 16:11:30,4865898,3239866,3552943,4430957
