"Time","Bytes Sent","Bytes received"
2023-06-23 20:16:30,0,0
2023-06-23 20:16:45,0,0
2023-06-23 20:17:00,0,0
2023-06-23 20:17:15,0,0
2023-06-23 20:17:30,0,0
2023-06-23 20:17:45,0,0
2023-06-23 20:18:00,0,0
2023-06-23 20:18:15,0,0
2023-06-23 20:18:30,0,0
2023-06-23 20:18:45,45,189
2023-06-23 20:19:00,45,189
2023-06-23 20:19:15,73,274
2023-06-23 20:19:30,91,352
2023-06-23 20:19:45,4628,5297
2023-06-23 20:20:00,1868059,1875955
2023-06-23 20:20:15,3902418,3911470
2023-06-23 20:20:30,11592755,11610143
2023-06-23 20:20:45,17175165,17193706
2023-06-23 20:21:00,31844223,31866516
2023-06-23 20:21:15,40943468,40964587
2023-06-23 20:21:30,62397576,62420261
2023-06-23 20:21:45,75015062,75034190
2023-06-23 20:22:00,103296182,103311634
2023-06-23 20:22:15,119367051,119379205
2023-06-23 20:22:30,154473794,154476374
2023-06-23 20:22:45,173838412,173835932
2023-06-23 20:23:00,215767393,215754423
2023-06-23 20:23:15,238667629,238647269
2023-06-23 20:23:30,287699961,287664364
2023-06-23 20:23:45,314188602,314145723
2023-06-23 20:24:00,370308655,370245493
2023-06-23 20:24:15,400318183,400244770
2023-06-23 20:24:30,463503536,463409717
2023-06-23 20:24:45,497175890,497069344
2023-06-23 20:25:00,567586182,567454551
2023-06-23 20:25:15,604889797,604745515
2023-06-23 20:25:30,682623343,682448956
2023-06-23 20:25:45,723476006,723286070
2023-06-23 20:26:00,808399905,808178974
2023-06-23 20:26:15,852817608,852578610
2023-06-23 20:26:30,945081927,944808603
2023-06-23 20:26:45,993049189,992757060
2023-06-23 20:27:00,1092663657,1092330152
2023-06-23 20:27:15,1144311338,1143956656
2023-06-23 20:27:30,1251154529,1250758698
2023-06-23 20:27:45,1306517411,1306097134
2023-06-23 20:28:00,1420520666,1420054878
2023-06-23 20:28:15,1479443499,1478952696
2023-06-23 20:28:30,1600414291,1599872729
2023-06-23 20:28:45,1662649438,1662085461
2023-06-23 20:29:00,1790771159,1790151300
2023-06-23 20:29:15,1856783758,1856132846
2023-06-23 20:29:30,1991197691,1991253807
2023-06-23 20:29:45,2059734067,2060591654
2023-06-23 20:30:00,2200159755,2201637130
2023-06-23 20:30:15,2267628917,2272502625
2023-06-23 20:30:30,2395178054,2415432807
2023-06-23 20:30:45,2452389385,2487134069
2023-06-23 20:31:00,2522251925,2630232427
2023-06-23 20:31:15,2554467333,2703930786
2023-06-23 20:33:00,2853392278,3493202867
2023-06-23 20:33:15,2884744807,3563674498
2023-06-23 20:33:30,2939408035,3707504799
2023-06-23 20:33:45,2962287145,3780428343
2023-06-23 20:34:45,3116057475,4213472741
2023-06-23 20:35:00,3180689790,4356612028
2023-06-23 20:35:15,3223040546,4431000243
2023-06-23 20:35:30,3265914297,4573984467
2023-06-23 20:35:45,3279013270,4645466413
2023-06-23 20:37:00,3496659305,5217952347
2023-06-23 20:37:15,3543036136,5285879297
2023-06-23 20:37:30,3641427673,5419888105
2023-06-23 20:37:45,3691658586,5484543979
2023-06-23 20:39:00,4039452857,5964547939
2023-06-23 20:39:15,4084376269,6019584988
2023-06-23 20:39:30,4181436597,6126637518
2023-06-23 20:39:45,4233331730,6178480763
2023-06-23 20:40:00,4333552114,6278594539
2023-06-23 20:40:15,4382040743,6327028743
2023-06-23 20:40:30,4475310407,6420191423
2023-06-23 20:40:45,4520350752,6465179443
2023-06-23 20:41:00,4606726723,6551448453
2023-06-23 20:41:15,4648223533,6592891497
2023-06-23 20:41:30,4727531983,6672093525
2023-06-23 20:41:45,4765423468,6709931644
2023-06-23 20:42:00,4837604565,6782006235
2023-06-23 20:42:15,4871942725,6816292277
2023-06-23 20:42:30,4937166612,6881408647
2023-06-23 20:42:45,4967999282,6912187610
2023-06-23 20:43:00,5026109722,6970191436
2023-06-23 20:43:15,5053327514,6997355870
2023-06-23 20:43:30,5104294589,7048217802
2023-06-23 20:43:45,5128027529,7071896181
2023-06-23 20:44:00,5171806313,7115568317
2023-06-23 20:44:15,5191996652,7135705551
2023-06-23 20:44:30,5228781938,7172384154
2023-06-23 20:44:45,5245456197,7189005171
2023-06-23 20:45:00,5275229205,7218674273
2023-06-23 20:45:15,5288354222,7231749780
2023-06-23 20:45:30,5311106057,7254399229
2023-06-23 20:45:45,5320643923,7263887749
2023-06-23 20:46:00,5336164783,7279312277
2023-06-23 20:46:15,5342092772,7285192362
2023-06-23 20:46:30,5350601669,7293608263
2023-06-23 20:46:45,5353618877,7296580337
2023-06-23 20:47:00,5358429577,7301300721
2023-06-23 20:47:15,5360650439,7303477909
2023-06-23 20:47:30,5364840597,7307582575
2023-06-23 20:47:45,5366898829,7309598301
2023-06-23 20:48:00,5370603013,7313220225
2023-06-23 20:48:15,5372394892,7314972166
2023-06-23 20:48:30,5375974043,7318471645
2023-06-23 20:48:45,5377706373,7320165391
2023-06-23 20:49:00,5381074062,7323458276
2023-06-23 20:49:15,5382747556,7325094422
2023-06-23 20:49:30,5385986145,7328261047
2023-06-23 20:49:45,5387542383,7329782677
2023-06-23 20:50:00,5390655245,7332826409
2023-06-23 20:50:15,5392158276,7334296042
2023-06-23 20:50:30,5395063124,7337136464
2023-06-23 20:50:45,5396502475,7338543851
2023-06-23 20:51:00,5399274672,7341254630
2023-06-23 20:51:15,5400599039,7342549720
2023-06-23 20:51:30,5403233698,7345125976
2023-06-23 20:51:45,5404498543,7346362809
2023-06-23 20:52:00,5406923257,7348733953
2023-06-23 20:52:15,5408125733,7349909821
2023-06-23 20:52:30,5410411228,7352144872
2023-06-23 20:52:45,5411497544,7353207176
2023-06-23 20:53:00,5413653897,7355315965
2023-06-23 20:53:15,5414674050,7356313592
2023-06-23 20:53:30,5416619219,7358215917
2023-06-23 20:53:45,5417577715,7359153261
2023-06-23 20:54:00,5419365267,7360901501
2023-06-23 20:54:15,5420212691,7361730255
2023-06-23 20:54:30,5421885042,7363365864
2023-06-23 20:54:45,5422660641,7364124405
2023-06-23 20:55:00,5424125623,7365557279
2023-06-23 20:55:15,5424846437,7366262255
2023-06-23 20:55:30,5426162623,7367549669
2023-06-23 20:55:45,5426771324,7368145038
2023-06-23 20:56:00,5427967296,7369314920
2023-06-23 20:56:15,5428503907,7369839817
2023-06-23 20:56:30,5429491232,7370805714
2023-06-23 20:56:45,5429971401,7371275427
2023-06-23 20:57:00,5430798903,7372085083
2023-06-23 20:57:15,5431167153,7372445377
2023-06-23 20:57:30,5431871372,7373134504
2023-06-23 20:57:45,5432155393,7373412457
2023-06-23 20:58:00,5432662293,7373908671
2023-06-23 20:58:15,5432894557,7374136023
2023-06-23 20:58:30,5433224323,7374459071
2023-06-23 20:58:45,5433356075,7374588155
2023-06-23 20:59:00,5433583545,7374811193
2023-06-23 20:59:15,5433629632,7374856532
2023-06-23 20:59:30,5433659520,7374886400
2023-06-23 20:59:45,5433671938,7374898818
2023-06-23 21:00:00,5433700936,7374927816
2023-06-23 21:00:15,5433713342,7374940222
2023-06-23 21:00:30,5433742356,7374969236
2023-06-23 21:00:45,5433754750,7374981630
2023-06-23 21:01:00,5433783748,7375010628
2023-06-23 21:01:15,5433796144,7375023024
2023-06-23 21:01:30,5433825146,7375052026

