"Time","emqx-0","emqx-1","emqx-2"
2023-06-27 14:59:45,0,0,0
2023-06-27 15:00:00,0,0,0
2023-06-27 15:00:15,0,0,0
2023-06-27 15:00:30,0,0,0
2023-06-27 15:00:45,0,0,0
2023-06-27 15:01:00,0,0,0
2023-06-27 15:01:15,0,0,0
2023-06-27 15:01:30,4,0,0
2023-06-27 15:01:45,4,0,1
2023-06-27 15:02:00,5,1,1
2023-06-27 15:02:15,6,1,2
2023-06-27 15:02:30,11,3,2
2023-06-27 15:02:45,73,79,115
2023-06-27 15:03:00,207,237,192
2023-06-27 15:03:15,282,321,394
2023-06-27 15:03:30,528,557,514
2023-06-27 15:03:45,616,689,725
2023-06-27 15:04:00,821,881,830
2023-06-27 15:04:15,934,1015,1053
2023-06-27 15:04:30,1179,1212,1157
2023-06-27 15:04:45,1263,1305,1358
2023-06-27 15:05:00,1498,1539,1473
2023-06-27 15:05:15,1601,1656,1686
2023-06-27 15:05:30,1792,1878,1789
2023-06-27 15:05:45,1928,1994,2013
2023-06-27 15:06:00,2136,2196,2120
2023-06-27 15:06:15,2238,2316,2348
2023-06-27 15:06:30,2441,2561,2468
2023-06-27 15:06:45,2564,2673,2657
2023-06-27 15:07:00,2770,2875,2756
2023-06-27 15:07:15,2910,2998,3009
2023-06-27 15:07:30,3101,3183,3090
2023-06-27 15:07:45,3244,3301,3321
2023-06-27 15:08:00,3492,3504,3421
2023-06-27 15:08:15,3593,3614,3633
2023-06-27 15:08:30,3797,3830,3724
2023-06-27 15:08:45,3949,3949,3983
2023-06-27 15:09:00,4125,4126,4072
2023-06-27 15:09:15,4261,4257,4318
2023-06-27 15:09:30,4496,4456,4413
2023-06-27 15:09:45,4606,4562,4625
2023-06-27 15:10:00,4805,4747,4723
2023-06-27 15:10:15,4882,4822,4872
2023-06-27 15:10:30,4922,4862,4877
2023-06-27 15:10:45,4951,4887,4933
2023-06-27 15:11:00,4999,4918,4952
2023-06-27 15:11:15,4999,4918,4963
2023-06-27 15:11:30,5042,4974,4989
2023-06-27 15:11:45,5072,4990,5019
2023-06-27 15:12:00,5075,5007,5019
2023-06-27 15:12:15,5105,5027,5078
2023-06-27 15:12:30,5138,5056,5098
2023-06-27 15:12:45,5138,5058,5118
2023-06-27 15:13:00,5190,5117,5139
2023-06-27 15:13:15,5208,5129,5157
2023-06-27 15:13:30,5210,5135,5159
2023-06-27 15:13:45,5210,5135,5159
2023-06-27 15:14:00,5210,5135,5159
2023-06-27 15:14:15,5210,5137,5163
2023-06-27 15:14:30,5213,5139,5163
2023-06-27 15:14:45,5213,5139,5163
2023-06-27 15:15:00,5213,5139,5163
2023-06-27 15:15:15,5214,5145,5165
2023-06-27 15:15:30,5214,5146,5165
2023-06-27 15:15:45,5214,5146,5165
2023-06-27 15:16:00,5214,5146,5165
2023-06-27 15:16:15,5214,5146,5165
2023-06-27 15:16:30,5214,5146,5165
2023-06-27 15:16:45,5214,5146,5165
2023-06-27 15:17:00,5214,5146,5165
2023-06-27 15:17:15,5214,5146,5165
2023-06-27 15:17:30,5214,5146,5165
2023-06-27 15:17:45,5214,5146,5165
2023-06-27 15:18:00,5214,5146,5165
2023-06-27 15:18:15,5214,5146,5165
2023-06-27 15:18:30,5214,5146,5165
2023-06-27 15:18:45,5214,5146,5165
2023-06-27 15:19:00,5214,5146,5165
2023-06-27 15:19:15,5214,5146,5165
2023-06-27 15:19:30,5214,5146,5165
2023-06-27 15:19:45,5214,5146,5165
2023-06-27 15:20:00,5214,5146,5165
2023-06-27 15:20:15,5214,5146,5165
2023-06-27 15:20:30,5214,5146,5165
2023-06-27 15:20:45,5214,5146,5165
2023-06-27 15:21:00,5214,5146,5165
2023-06-27 15:21:15,5214,5146,5165
2023-06-27 15:21:30,5214,5146,5165
2023-06-27 15:21:45,5214,5146,5165
2023-06-27 15:22:00,5214,5146,5165
2023-06-27 15:22:15,5214,5146,5165
2023-06-27 15:22:30,5214,5146,5165
2023-06-27 15:22:45,5214,5146,5165
2023-06-27 15:23:00,5214,5146,5165
2023-06-27 15:23:15,5214,5146,5165
2023-06-27 15:23:30,5214,5146,5165
2023-06-27 15:23:45,5214,5146,5165
2023-06-27 15:24:00,5214,5146,5165
2023-06-27 15:24:15,5214,5146,5165
2023-06-27 15:24:30,5214,5146,5165
2023-06-27 15:24:45,5214,5146,5165
2023-06-27 15:25:00,5214,5146,5165
2023-06-27 15:25:15,5214,5146,5165
2023-06-27 15:25:30,5214,5146,5165
2023-06-27 15:25:45,5214,5146,5165
2023-06-27 15:26:00,5214,5146,5165
2023-06-27 15:26:15,5214,5146,5165
2023-06-27 15:26:30,5214,5146,5165
2023-06-27 15:26:45,5214,5146,5165
2023-06-27 15:27:00,5214,5146,5165
2023-06-27 15:27:15,5214,5146,5165
2023-06-27 15:27:30,5214,5146,5165
2023-06-27 15:27:45,5214,5146,5165
2023-06-27 15:28:00,5214,5146,5165
2023-06-27 15:28:15,5214,5146,5165
2023-06-27 15:28:30,5214,5146,5165
2023-06-27 15:28:45,5214,5146,5165
2023-06-27 15:29:00,5214,5146,5165
2023-06-27 15:29:15,5214,5146,5165
2023-06-27 15:29:30,5214,5146,5165
2023-06-27 15:29:45,5214,5146,5165
2023-06-27 15:30:00,5214,5146,5165
2023-06-27 15:30:15,5214,5146,5165
2023-06-27 15:30:30,5214,5146,5165
2023-06-27 15:30:45,5214,5146,5165
2023-06-27 15:31:00,5214,5146,5165
2023-06-27 15:31:15,5214,5146,5165
2023-06-27 15:31:30,5214,5146,5165
2023-06-27 15:31:45,5214,5146,5165
2023-06-27 15:32:00,5214,5146,5165
2023-06-27 15:32:15,5214,5146,5165
2023-06-27 15:32:30,5214,5146,5165
2023-06-27 15:32:45,5214,5146,5165
2023-06-27 15:33:00,5214,5146,5165
2023-06-27 15:33:15,5214,5146,5165
2023-06-27 15:33:30,5214,5146,5165
2023-06-27 15:33:45,5214,5146,5165
2023-06-27 15:34:00,5214,5146,5165
2023-06-27 15:34:15,5214,5146,5165
2023-06-27 15:34:30,5214,5146,5165
2023-06-27 15:34:45,5214,5146,5165
2023-06-27 15:35:00,5214,5146,5165
2023-06-27 15:35:15,5214,5146,5165
2023-06-27 15:35:30,5214,5146,5165
2023-06-27 15:35:45,5214,5146,5165
2023-06-27 15:36:00,5214,5146,5165
2023-06-27 15:36:15,5214,5146,5165
2023-06-27 15:36:30,5214,5146,5165
2023-06-27 15:36:45,5214,5146,5165
2023-06-27 15:37:00,5214,5146,5165
2023-06-27 15:37:15,5214,5146,5165
2023-06-27 15:37:30,5214,5146,5165
2023-06-27 15:37:45,5214,5146,5165
2023-06-27 15:38:00,5214,5146,5165
2023-06-27 15:38:15,5214,5146,5165

