"Time","Bytes Sent","Bytes received"
2023-07-17 14:53:00,91,352
2023-07-17 14:53:15,25674,45199
2023-07-17 14:53:30,1938914,2186576
2023-07-17 14:53:45,3983156,4343190
2023-07-17 14:54:00,11977833,12471325
2023-07-17 14:54:15,17714644,18165819
2023-07-17 14:54:30,32805013,33142170
2023-07-17 14:54:45,41993615,42290170
2023-07-17 14:55:00,64155382,64117879
2023-07-17 14:55:15,76988573,76827949
2023-07-17 14:55:30,105717176,105572322
2023-07-17 14:55:45,121850867,121830253
2023-07-17 14:56:00,157179180,157561235
2023-07-17 14:56:15,176747574,177272224
2023-07-17 14:56:30,219330720,220025047
2023-07-17 14:56:45,242498513,243255814
2023-07-17 14:57:00,292170381,293208693
2023-07-17 14:57:15,318836094,320000980
2023-07-17 14:57:30,375428293,376972119
2023-07-17 14:57:45,405579426,407234103
2023-07-17 14:58:00,469166891,471148458
2023-07-17 14:58:15,502849639,504977684
2023-07-17 14:58:30,573367430,575846528
2023-07-17 14:58:45,610660482,613258247
2023-07-17 14:59:00,688623386,691226124
2023-07-17 14:59:15,729654711,732188818
2023-07-17 14:59:30,815104025,817181121
2023-07-17 14:59:45,859801372,861710061
2023-07-17 15:00:00,952156083,953995146
2023-07-17 15:00:15,1000235879,1002109968
2023-07-17 15:00:30,1099184972,1101433732
2023-07-17 15:00:45,1150558645,1152986920
2023-07-17 15:01:00,1256519526,1259372643
2023-07-17 15:01:15,1311413870,1314459055
2023-07-17 15:01:30,1424715112,1427929370
2023-07-17 15:01:45,1483403083,1486616995
2023-07-17 15:02:00,1604227295,1607209368
2023-07-17 15:02:15,1666628859,1669464300
2023-07-17 15:02:30,1794491663,1797230758
2023-07-17 15:02:45,1860106242,1862849436
2023-07-17 15:03:00,1994445981,1997697264
2023-07-17 15:03:15,2063894339,2067271563
2023-07-17 15:03:30,2206206885,2209619584
2023-07-17 15:03:45,2279399499,2282763766
2023-07-17 15:04:00,2429296092,2432250792
2023-07-17 15:04:15,2506066455,2508795761
2023-07-17 15:04:30,2662476346,2664807931
2023-07-17 15:04:45,2742134707,2744404591
2023-07-17 15:05:00,2906014689,2908077990
2023-07-17 15:05:15,2989717967,2991918772
2023-07-17 15:05:30,3159289302,3161772425
2023-07-17 15:05:45,3246503982,3248917600
2023-07-17 15:06:00,3414502187,3426503245
2023-07-17 15:06:15,3487473756,3517444144
2023-07-17 15:06:30,3628541793,3701606798
2023-07-17 15:06:45,3695281497,3796181457
2023-07-17 15:07:00,3809069303,3986966483
2023-07-17 15:07:15,3854894296,4083940117
2023-07-17 15:07:30,3929831236,4277965763
2023-07-17 15:07:45,3963277619,4376306699
2023-07-17 15:08:00,4024138068,4573154334
2023-07-17 15:08:15,4054523173,4672641617
2023-07-17 15:08:30,4114934845,4871757243
2023-07-17 15:08:45,4144733167,4972060528
2023-07-17 15:09:00,4204955148,5173166699
2023-07-17 15:09:15,4233518037,5273665340
2023-07-17 15:09:30,4293007839,5476244929
2023-07-17 15:09:45,4321521583,5577533301
2023-07-17 15:10:00,4380278766,5780004644
2023-07-17 15:10:15,4409514744,5881497385
2023-07-17 15:10:30,4468840653,6083446847
2023-07-17 15:10:45,4500676340,6184560928
2023-07-17 15:11:00,4566802003,6385619636
2023-07-17 15:11:15,4598519412,6486786623
2023-07-17 15:11:30,4658760667,6686963442
2023-07-17 15:11:45,4687679298,6787363609
2023-07-17 15:12:00,4748651095,6986956423
2023-07-17 15:12:15,4778591430,7086802139
2023-07-17 15:12:30,4839351462,7284902834
2023-07-17 15:12:45,4872226257,7384223655
2023-07-17 15:13:00,4977038084,7575783576
