"Time","total","emqx-0","emqx-1","emqx-3","emqx-2"
2023-06-26 18:29:00,0,0,0,0,0
2023-06-26 18:29:15,0,0,0,0,0
2023-06-26 18:29:30,0,0,0,0,0
2023-06-26 18:29:45,0,0,0,0,0
2023-06-26 18:30:00,0,0,0,0,0
2023-06-26 18:30:15,5,1,1,0,3
2023-06-26 18:30:30,5,1,1,0,3
2023-06-26 18:30:45,8,1,1,0,6
2023-06-26 18:31:00,9,1,2,0,6
2023-06-26 18:31:15,12,1,3,2,6
2023-06-26 18:31:30,13,2,3,2,6
2023-06-26 18:31:45,16,3,4,2,7
2023-06-26 18:32:00,18,4,4,3,7
2023-06-26 18:32:15,20,4,4,4,8
2023-06-26 18:32:30,22,4,4,5,9
2023-06-26 18:32:45,24,5,4,5,10
2023-06-26 18:33:00,26,5,4,7,10
2023-06-26 18:33:15,29,5,4,9,11
2023-06-26 18:33:30,30,5,4,10,11
2023-06-26 18:33:45,33,6,4,11,12
2023-06-26 18:34:00,35,7,4,12,12
2023-06-26 18:34:15,37,7,4,12,14
2023-06-26 18:34:30,40,9,4,13,14
2023-06-26 18:34:45,42,10,5,13,14
2023-06-26 18:35:00,42,10,5,13,14
2023-06-26 18:35:15,42,10,5,13,14
2023-06-26 18:35:30,45,12,5,14,14
2023-06-26 18:35:45,45,12,5,14,14
2023-06-26 18:36:00,46,12,5,15,14
2023-06-26 18:36:15,46,12,5,15,14
2023-06-26 18:36:30,47,13,5,15,14
2023-06-26 18:36:45,48,13,6,15,14
2023-06-26 18:37:00,48,13,6,15,14
2023-06-26 18:37:15,48,13,6,15,14
2023-06-26 18:37:30,49,13,7,15,14
2023-06-26 18:37:45,49,13,7,15,14
2023-06-26 18:38:00,49,13,7,15,14
2023-06-26 18:38:15,50,13,8,15,14
2023-06-26 18:38:30,50,13,8,15,14
2023-06-26 18:38:45,50,13,8,15,14
2023-06-26 18:39:00,50,13,8,15,14
2023-06-26 18:39:15,50,13,8,15,14
2023-06-26 18:39:30,50,13,8,15,14
2023-06-26 18:39:45,50,13,8,15,14
2023-06-26 18:40:00,50,13,8,15,14
2023-06-26 18:40:15,50,13,8,15,14
2023-06-26 18:40:30,50,13,8,15,14
2023-06-26 18:40:45,50,13,8,15,14
2023-06-26 18:41:00,50,13,8,15,14
2023-06-26 18:41:15,50,13,8,15,14
2023-06-26 18:41:30,50,13,8,15,14
2023-06-26 18:41:45,50,13,8,15,14
2023-06-26 18:42:00,50,13,8,15,14
2023-06-26 18:42:15,50,13,8,15,14
2023-06-26 18:42:30,50,13,8,15,14
2023-06-26 18:42:45,50,13,8,15,14
2023-06-26 18:43:00,50,13,8,15,14
2023-06-26 18:43:15,50,13,8,15,14
2023-06-26 18:43:30,50,13,8,15,14
2023-06-26 18:43:45,50,13,8,15,14
2023-06-26 18:44:00,50,13,8,15,14
2023-06-26 18:44:15,50,13,8,15,14
2023-06-26 18:44:30,50,13,8,15,14
2023-06-26 18:44:45,50,13,8,15,14
2023-06-26 18:45:00,50,13,8,15,14
2023-06-26 18:45:15,50,13,8,15,14
2023-06-26 18:45:30,50,13,8,15,14
2023-06-26 18:45:45,50,13,8,15,14
2023-06-26 18:46:00,50,13,8,15,14
2023-06-26 18:46:15,50,13,8,15,14
2023-06-26 18:46:30,50,13,8,15,14
2023-06-26 18:46:45,50,13,8,15,14
2023-06-26 18:47:00,50,13,8,15,14
2023-06-26 18:47:15,50,13,8,15,14
2023-06-26 18:47:30,50,13,8,15,14
2023-06-26 18:47:45,50,13,8,15,14
2023-06-26 18:48:00,50,13,8,15,14
2023-06-26 18:48:15,50,13,8,15,14
2023-06-26 18:48:30,50,13,8,15,14
2023-06-26 18:48:45,50,13,8,15,14
2023-06-26 18:49:00,50,13,8,15,14
2023-06-26 18:49:15,50,13,8,15,14
2023-06-26 18:49:30,50,13,8,15,14
2023-06-26 18:49:45,50,13,8,15,14
2023-06-26 18:50:00,50,13,8,15,14
2023-06-26 18:50:15,50,13,8,15,14
2023-06-26 18:50:30,50,13,8,15,14
2023-06-26 18:50:45,50,13,8,15,14
2023-06-26 18:51:00,50,13,8,15,14
2023-06-26 18:51:15,50,13,8,15,14
2023-06-26 18:51:30,50,13,8,15,14
2023-06-26 18:51:45,50,13,8,15,14
2023-06-26 18:52:00,50,13,8,15,14
2023-06-26 18:52:15,50,13,8,15,14
2023-06-26 18:52:30,50,13,8,15,14
2023-06-26 18:52:45,50,13,8,15,14
2023-06-26 18:53:00,50,13,8,15,14
2023-06-26 18:53:15,50,13,8,15,14
2023-06-26 18:53:30,50,13,8,15,14
2023-06-26 18:53:45,50,13,8,15,14
2023-06-26 18:54:00,50,13,8,15,14
2023-06-26 18:54:15,50,13,8,15,14
2023-06-26 18:54:30,50,13,8,15,14
2023-06-26 18:54:45,50,13,8,15,14
2023-06-26 18:55:00,50,13,8,15,14
2023-06-26 18:55:15,50,13,8,15,14
2023-06-26 18:55:30,50,13,8,15,14
2023-06-26 18:55:45,50,13,8,15,14
2023-06-26 18:56:00,50,13,8,15,14
2023-06-26 18:56:15,50,13,8,15,14
2023-06-26 18:56:30,50,13,8,15,14
2023-06-26 18:56:45,50,13,8,15,14
2023-06-26 18:57:00,50,13,8,15,14
2023-06-26 18:57:15,50,13,8,15,14
2023-06-26 18:57:30,50,13,8,15,14
2023-06-26 18:57:45,50,13,8,15,14
2023-06-26 18:58:00,50,13,8,15,14
2023-06-26 18:58:15,50,13,8,15,14
2023-06-26 18:58:30,50,13,8,15,14
2023-06-26 18:58:45,50,13,8,15,14
2023-06-26 18:59:00,50,13,8,15,14
2023-06-26 18:59:15,50,13,8,15,14
2023-06-26 18:59:30,50,13,8,15,14
2023-06-26 18:59:45,50,13,8,15,14
2023-06-26 19:00:00,50,13,8,15,14
2023-06-26 19:00:15,50,13,8,15,14
2023-06-26 19:00:30,50,13,8,15,14
2023-06-26 19:00:45,50,13,8,15,14
2023-06-26 19:01:00,50,13,8,15,14
2023-06-26 19:01:15,50,13,8,15,14
2023-06-26 19:01:30,50,13,8,15,14
2023-06-26 19:01:45,50,13,8,15,14
2023-06-26 19:02:00,50,13,8,15,14
2023-06-26 19:02:15,50,13,8,15,14
2023-06-26 19:02:30,50,13,8,15,14
2023-06-26 19:02:45,50,13,8,15,14
2023-06-26 19:03:00,50,13,8,15,14

