"Time","emqx-3","emqx-1","emqx-0","emqx-2"
2023-07-15 22:27:30,4,10,0,11
2023-07-15 22:27:45,289,1776,263,998
2023-07-15 22:28:00,2543,4471,3026,9944
2023-07-15 22:28:15,4287,14042,4925,15311
2023-07-15 22:28:30,14419,22052,10530,28294
2023-07-15 22:28:45,21079,42471,14153,35740
2023-07-15 22:29:00,38475,54529,26368,54009
2023-07-15 22:29:15,48765,80254,33933,64421
2023-07-15 22:29:30,73927,94552,52877,89498
2023-07-15 22:29:45,87891,126044,64841,103846
2023-07-15 22:30:00,117438,143886,90664,136507
2023-07-15 22:30:15,133090,186623,104844,155282
2023-07-15 22:30:30,165934,209589,135748,197120
2023-07-15 22:30:45,183182,261472,152453,220206
2023-07-15 22:31:00,220530,289023,189871,271323
2023-07-15 22:31:15,240490,346991,209941,298091
2023-07-15 22:31:30,284139,378174,254955,355136
2023-07-15 22:31:45,306816,442230,279749,384890
2023-07-15 22:32:00,355497,475311,338015,448229
2023-07-15 22:32:15,380955,543189,368723,480719
2023-07-15 22:32:30,438981,579459,433879,549321
2023-07-15 22:32:45,469653,653320,467261,585455
2023-07-15 22:33:00,533200,693271,536438,662388
2023-07-15 22:33:15,565735,778810,571763,703351
2023-07-15 22:33:30,633578,823923,645151,788308
2023-07-15 22:33:45,668967,917881,684020,832274
2023-07-15 22:34:00,742960,966630,764539,923702
2023-07-15 22:34:15,782610,1066070,806022,971781
2023-07-15 22:34:30,865185,1116963,892135,1072489
2023-07-15 22:34:45,907938,1220302,936698,1125312
2023-07-15 22:35:00,997225,1273239,1030722,1235676
2023-07-15 22:35:15,1043125,1380643,1078380,1293077
2023-07-15 22:35:30,1139075,1435663,1177994,1416065
2023-07-15 22:35:45,1188636,1546215,1228946,1478959
2023-07-15 22:36:00,1294333,1603209,1334181,1607632
2023-07-15 22:36:15,1349730,1718499,1387880,1673589
2023-07-15 22:36:30,1466673,1777448,1497470,1808809
2023-07-15 22:36:45,1528852,1896865,1552729,1877558
2023-07-15 22:37:00,1658118,1958709,1666009,2017379
2023-07-15 22:37:15,1725013,2085205,1724695,2088715
2023-07-15 22:37:30,1861268,2150697,1844105,2233797
2023-07-15 22:37:45,1932043,2287109,1904814,2307841
2023-07-15 22:38:00,2078006,2358160,2028202,2457632
2023-07-15 22:38:15,2152869,2504122,2090151,2532938
2023-07-15 22:38:30,2310047,2579456,2216785,2685867
2023-07-15 22:38:45,2389894,2732671,2280328,2763729
2023-07-15 22:39:00,2552958,2810903,2413859,2924873
2023-07-15 22:39:15,2636267,2967209,2482130,3006810
2023-07-15 22:39:30,2805554,3047552,2621700,3178062
2023-07-15 22:39:45,2891573,3209127,2692408,3266677
2023-07-15 22:40:00,3065139,3292621,2836325,3447802
2023-07-15 22:40:15,3153458,3462802,2910589,3540786
2023-07-15 22:40:30,3331923,3549582,3063215,3727970
2023-07-15 22:40:45,3423754,3724825,3143079,3823186
2023-07-15 22:41:00,3604058,3811591,3302346,4011190
2023-07-15 22:41:15,3697459,3983234,3381380,4102922
2023-07-15 22:41:30,3888209,4069438,3541475,4284118
2023-07-15 22:41:45,3982838,4237438,3620966,4371686
2023-07-15 22:42:00,4169194,4321699,3780188,4544131
2023-07-15 22:42:15,4262756,4490874,3860327,4628422
2023-07-15 22:42:30,4452894,4576613,4022105,4796752
2023-07-15 22:42:45,4547756,4747451,4103539,4881293
2023-07-15 22:43:00,4741643,4834772,4267788,5052636
2023-07-15 22:43:15,4838985,5009429,4350329,5138725
2023-07-15 22:43:30,5035000,5098576,4516420,5312236
2023-07-15 22:43:45,5133650,5280290,4600144,5399434
2023-07-15 22:44:00,5329036,5372715,4767733,5574743
2023-07-15 22:44:15,5428257,5559916,4851786,5662956
2023-07-15 22:44:30,5626577,5655144,5021452,5840900
2023-07-15 22:44:45,5725691,5845929,5106544,5929516
2023-07-15 22:45:00,5923187,5942607,5276185,6102189
2023-07-15 22:45:15,6023096,6136342,5361588,6189469
2023-07-15 22:45:30,6217593,6232841,5534089,6363382
2023-07-15 22:45:45,6313369,6427720,5621052,6451964
2023-07-15 22:46:00,6502420,6525346,5790621,6627658
2023-07-15 22:46:15,6594975,6716196,5874819,6714919
2023-07-15 22:46:30,6782464,6812300,6045047,6890653
2023-07-15 22:46:45,6876946,7001114,6129960,6980670
2023-07-15 22:47:00,7066212,7098187,6299602,7164287
2023-07-15 22:47:15,7161320,7290514,6390267,7260606
2023-07-15 22:47:30,7349818,7388193,6574245,7455732
2023-07-15 22:47:45,7443173,7582630,6669017,7552506
2023-07-15 22:48:00,7629219,7677801,6852536,7746378
2023-07-15 22:48:15,7721093,7864270,6941051,7841099
2023-07-15 22:48:30,7901597,7955753,7115997,8027107
2023-07-15 22:48:45,7992484,8136429,7202153,8119498
2023-07-15 22:49:00,8173486,8225946,7368707,8302002
2023-07-15 22:49:15,8263560,8402329,7449530,8392397
2023-07-15 22:49:30,8441220,8489815,7609013,8571968
2023-07-15 22:49:45,8528249,8661788,7687454,8661347
2023-07-15 22:50:00,8701203,8746149,7842264,8836563
2023-07-15 22:50:15,8786209,8908922,7918056,8923144
2023-07-15 22:50:30,8954832,8989716,8068284,9094061
2023-07-15 22:50:45,9037904,9149002,8140471,9178337
2023-07-15 22:51:00,9201955,9228436,8280624,9343955
2023-07-15 22:51:15,9282495,9384734,8349210,9425293
2023-07-15 22:51:30,9439493,9462492,8484108,9582387
2023-07-15 22:51:45,9517520,9615842,8550908,9659267
2023-07-15 22:52:00,9670027,9691759,8679783,9807932
2023-07-15 22:52:15,9745008,9842064,8743520,9880807
2023-07-15 22:52:30,9891414,9916688,8869166,10020380
2023-07-15 22:52:45,9962809,10064352,8930966,10088364
2023-07-15 22:53:00,10099776,10137528,9051627,10219569
2023-07-15 22:53:15,10165458,10281683,9110731,10283497
2023-07-15 22:53:30,10292233,10352811,9227645,10408959
2023-07-15 22:53:45,10351875,10489256,9284905,10470696
2023-07-15 22:54:00,10468764,10556305,9398360,10590336
2023-07-15 22:54:15,10525744,10687581,9452541,10648204
2023-07-15 22:54:30,10635117,10752676,9557663,10760233
2023-07-15 22:54:45,10687551,10879834,9608449,10815236
2023-07-15 22:55:00,10787378,10942282,9705863,10923052
2023-07-15 22:55:15,10836310,11063677,9752936,10975641
2023-07-15 22:55:30,10928686,11123373,9843674,11074962
2023-07-15 22:55:45,10973912,11240388,9888071,11122562
2023-07-15 22:56:00,11062833,11298232,9971478,11209452
2023-07-15 22:56:15,11106385,11411031,10011225,11250679
2023-07-15 22:56:30,11191533,11465582,10087217,11328125
2023-07-15 22:56:45,11233242,11570217,10123030,11364905
2023-07-15 22:57:00,11315166,11620391,10190121,11436646
2023-07-15 22:57:15,11355053,11714406,10221112,11471788
2023-07-15 22:57:30,11433000,11759595,10279194,11539304
2023-07-15 22:57:45,11469023,11845037,10306633,11571691
2023-07-15 22:58:00,11538789,11886439,10360220,11633354
2023-07-15 22:58:15,11570552,11964604,10385869,11661951
2023-07-15 22:58:30,11629213,12002140,10435815,11716528
2023-07-15 22:58:45,11657050,12072468,10459204,11743288
2023-07-15 22:59:00,11709542,12105327,10500770,11794265
2023-07-15 22:59:15,11734680,12167196,10520294,11818924
2023-07-15 22:59:30,11779580,12196998,10556921,11863854
2023-07-15 22:59:45,11800390,12254189,10574318,11884808
2023-07-15 23:00:00,11836548,12282183,10608023,11923829
2023-07-15 23:00:15,11853318,12336756,10624148,11942840
2023-07-15 23:00:30,11886019,12362592,10653953,11979394
2023-07-15 23:00:45,11901893,12411631,10667822,11997201
2023-07-15 23:01:00,11933094,12435856,10694623,12031389
2023-07-15 23:01:15,11947878,12479766,10706946,12047224
2023-07-15 23:01:30,11977237,12501979,10731561,12077683
2023-07-15 23:01:45,11991256,12540735,10742889,12092449
2023-07-15 23:02:00,12018726,12558975,10765414,12121007
2023-07-15 23:02:15,12032267,12593928,10776423,12135195
2023-07-15 23:02:30,12059378,12611515,10798559,12163379
2023-07-15 23:02:45,12072629,12643791,10809144,12177090
2023-07-15 23:03:00,12099002,12659956,10830296,12203765
2023-07-15 23:03:15,12111957,12691291,10840690,12217144
2023-07-15 23:03:30,12135937,12707206,10861425,12243360
2023-07-15 23:03:45,12147407,12738039,10871500,12256475
2023-07-15 23:04:00,12170315,12753759,10891453,12282407
2023-07-15 23:04:15,12181557,12783934,10900291,12295329
2023-07-15 23:04:30,12204020,12799400,10917452,12320775
2023-07-15 23:04:45,12215159,12829251,10925793,12333388
2023-07-15 23:05:00,12237215,12844437,10942373,12356413
2023-07-15 23:05:15,12248102,12873829,10950376,12367581
2023-07-15 23:05:30,12269840,12888856,10966162,12389602
2023-07-15 23:05:45,12280462,12917702,10972963,12400559
2023-07-15 23:06:00,12301661,12932465,10986028,12422036
2023-07-15 23:06:15,12311912,12960933,10992316,12432868
2023-07-15 23:06:30,12330588,12975448,11004839,12454002
2023-07-15 23:06:45,12339418,13003416,11010843,12464563
2023-07-15 23:07:00,12357118,13017340,11023049,12485356
2023-07-15 23:07:15,12365653,13042607,11028776,12495621
2023-07-15 23:07:30,12382809,13055458,11040440,12515833
2023-07-15 23:07:45,12391260,13079052,11046033,12525903
2023-07-15 23:08:00,12408000,13090332,11057216,12545540
2023-07-15 23:08:15,12416238,13111646,11062554,12555344
2023-07-15 23:08:30,12432727,13122207,11073415,12574705
2023-07-15 23:08:45,12440726,13140644,11078450,12584227
2023-07-15 23:09:00,12456739,13150083,11088751,12603099
2023-07-15 23:09:15,12464579,13166811,11093640,12612490
2023-07-15 23:09:30,12480090,13174668,11103382,12630828
2023-07-15 23:09:45,12487724,13189190,11107994,12640004
2023-07-15 23:10:00,12502966,13196259,11117403,12658007
2023-07-15 23:10:15,12510288,13207813,11121760,12666906
2023-07-15 23:10:30,12524986,13213851,11130790,12684424
2023-07-15 23:10:45,12532102,13224799,11135056,12692793
2023-07-15 23:11:00,12546144,13230488,11143659,12707509
2023-07-15 23:11:15,12553041,13240957,11147750,12714700
2023-07-15 23:11:30,12565928,13246454,11156142,12728654
2023-07-15 23:11:45,12571324,13256326,11160011,12735497
2023-07-15 23:12:00,12581906,13261637,11168054,12748892
2023-07-15 23:12:15,12587000,13270025,11171770,12755575
2023-07-15 23:12:30,12596939,13273849,11179219,12768246
2023-07-15 23:12:45,12601792,13280588,11182714,12774634
2023-07-15 23:13:00,12611308,13284280,11189812,12786017
2023-07-15 23:13:15,12615757,13290560,11193042,12790842
2023-07-15 23:13:30,12624674,13294083,11199775,12800017
2023-07-15 23:13:45,12628489,13300011,11202842,12804579
2023-07-15 23:14:00,12634599,13303228,11208917,12813119
2023-07-15 23:14:15,12637429,13308780,11211745,12817474
2023-07-15 23:14:30,12642939,13311832,11217500,12824559
2023-07-15 23:14:45,12645468,13316796,11220022,12827309
2023-07-15 23:15:00,12650629,13319681,11225363,12832389
2023-07-15 23:15:15,12653147,13324601,11227864,12835040
2023-07-15 23:15:30,12658307,13327483,11233204,12840125
2023-07-15 23:15:45,12660824,13332403,11235703,12842772
2023-07-15 23:16:00,12665983,13335285,11241043,12847857
2023-07-15 23:16:15,12668500,13340208,11243544,12850503

