"Time","emqx-3","emqx-1","emqx-0","emqx-2"
2023-07-15 22:27:30,2,4,0,4
2023-07-15 22:27:45,40,85,43,49
2023-07-15 22:28:00,153,142,165,167
2023-07-15 22:28:15,213,296,227,227
2023-07-15 22:28:30,370,387,397,401
2023-07-15 22:28:45,436,538,485,487
2023-07-15 22:29:00,572,606,650,647
2023-07-15 22:29:15,644,749,719,714
2023-07-15 22:29:30,824,848,925,895
2023-07-15 22:29:45,884,959,970,937
2023-07-15 22:30:00,1046,1070,1162,1109
2023-07-15 22:30:15,1120,1232,1223,1162
2023-07-15 22:30:30,1281,1318,1385,1315
2023-07-15 22:30:45,1349,1464,1444,1388
2023-07-15 22:31:00,1545,1570,1635,1568
2023-07-15 22:31:15,1593,1698,1674,1618
2023-07-15 22:31:30,1789,1784,1868,1790
2023-07-15 22:31:45,1841,1946,1929,1860
2023-07-15 22:32:00,2010,2027,2096,2017
2023-07-15 22:32:15,2068,2173,2147,2075
2023-07-15 22:32:30,2269,2280,2335,2259
2023-07-15 22:32:45,2297,2378,2387,2312
2023-07-15 22:33:00,2469,2490,2575,2492
2023-07-15 22:33:15,2545,2624,2644,2572
2023-07-15 22:33:30,2702,2704,2808,2719
2023-07-15 22:33:45,2770,2835,2881,2798
2023-07-15 22:34:00,2944,2935,3065,2991
2023-07-15 22:34:15,3003,3044,3125,3058
2023-07-15 22:34:30,3159,3156,3291,3236
2023-07-15 22:34:45,3258,3297,3370,3314
2023-07-15 22:35:00,3400,3371,3517,3449
2023-07-15 22:35:15,3486,3520,3597,3529
2023-07-15 22:35:30,3655,3614,3754,3714
2023-07-15 22:35:45,3721,3736,3805,3793
2023-07-15 22:36:00,3885,3846,3978,3937
2023-07-15 22:36:15,3986,3993,4065,4017
2023-07-15 22:36:30,4119,4068,4206,4147
2023-07-15 22:36:45,4196,4247,4284,4243
2023-07-15 22:37:00,4371,4351,4445,4419
2023-07-15 22:37:15,4444,4472,4519,4495
2023-07-15 22:37:30,4601,4580,4690,4646
2023-07-15 22:37:45,4690,4741,4785,4744
2023-07-15 22:38:00,4836,4807,4926,4878
2023-07-15 22:38:15,4924,4965,5014,4964
2023-07-15 22:38:30,5084,5054,5188,5131
2023-07-15 22:38:45,5164,5192,5265,5199
2023-07-15 22:39:00,5307,5305,5416,5373
2023-07-15 22:39:15,5386,5475,5507,5469
2023-07-15 22:39:30,5520,5553,5658,5597
2023-07-15 22:39:45,5614,5695,5748,5682
2023-07-15 22:40:00,5773,5794,5929,5843
2023-07-15 22:40:15,5851,5901,6000,5918
2023-07-15 22:40:30,6027,6019,6171,6058
2023-07-15 22:40:45,6106,6170,6271,6153
2023-07-15 22:41:00,6224,6226,6400,6281
2023-07-15 22:41:15,6311,6403,6501,6361
2023-07-15 22:41:30,6478,6493,6651,6504
2023-07-15 22:41:45,6553,6626,6711,6575
2023-07-15 22:42:00,6694,6706,6848,6697
2023-07-15 22:42:15,6772,6851,6930,6775
2023-07-15 22:42:30,6862,6908,7034,6891
2023-07-15 22:42:45,6930,7068,7102,6977
2023-07-15 22:43:00,7048,7134,7237,7104
2023-07-15 22:43:15,7099,7273,7281,7162
2023-07-15 22:43:30,7222,7336,7417,7287
2023-07-15 22:43:45,7277,7443,7487,7361
2023-07-15 22:44:00,7363,7479,7581,7449
2023-07-15 22:44:15,7442,7612,7642,7509
2023-07-15 22:44:30,7561,7677,7794,7645
2023-07-15 22:44:45,7616,7819,7861,7713
2023-07-15 22:45:00,7757,7897,7987,7859
2023-07-15 22:45:15,7837,8053,8064,7924
2023-07-15 22:45:30,7960,8094,8168,8018
2023-07-15 22:45:45,8045,8279,8229,8095
2023-07-15 22:46:00,8194,8345,8372,8263
2023-07-15 22:46:15,8246,8462,8425,8317
2023-07-15 22:46:30,8368,8526,8549,8445
2023-07-15 22:46:45,8425,8635,8618,8502
2023-07-15 22:47:00,8504,8681,8705,8572
2023-07-15 22:47:15,8551,8740,8739,8610
2023-07-15 22:47:30,8580,8743,8773,8645
2023-07-15 22:47:45,8580,8754,8774,8645
2023-07-15 22:48:00,8635,8768,8811,8690
2023-07-15 22:48:15,8647,8786,8821,8701
2023-07-15 22:48:30,8654,8790,8833,8714
2023-07-15 22:48:45,8674,8829,8853,8739
2023-07-15 22:49:00,8689,8836,8880,8761
2023-07-15 22:49:15,8690,8853,8882,8761
2023-07-15 22:49:30,8731,8872,8918,8807
2023-07-15 22:49:45,8738,8889,8931,8817
2023-07-15 22:50:00,8739,8889,8932,8817
2023-07-15 22:50:15,8739,8889,8932,8817
2023-07-15 22:50:30,8741,8889,8933,8817
2023-07-15 22:50:45,8743,8891,8935,8819
2023-07-15 22:51:00,8743,8891,8935,8819
2023-07-15 22:51:15,8743,8891,8935,8819
2023-07-15 22:51:30,8744,8892,8938,8822
2023-07-15 22:51:45,8744,8893,8939,8823
2023-07-15 22:52:00,8744,8893,8939,8823
2023-07-15 22:52:15,8744,8894,8939,8823
2023-07-15 22:52:30,8747,8897,8940,8826
2023-07-15 22:52:45,8747,8897,8940,8826
2023-07-15 22:53:00,8747,8897,8940,8826
2023-07-15 22:53:15,8747,8897,8940,8827
2023-07-15 22:53:30,8751,8899,8940,8831
2023-07-15 22:53:45,8751,8899,8940,8831
2023-07-15 22:54:00,8751,8899,8940,8831
2023-07-15 22:54:15,8752,8900,8942,8831
2023-07-15 22:54:30,8754,8900,8944,8833
2023-07-15 22:54:45,8754,8900,8944,8833
2023-07-15 22:55:00,8754,8900,8944,8833
2023-07-15 22:55:15,8754,8900,8944,8833
2023-07-15 22:55:30,8754,8900,8944,8833
2023-07-15 22:55:45,8754,8900,8944,8833
2023-07-15 22:56:00,8754,8900,8944,8833
2023-07-15 22:56:15,8754,8900,8944,8833
2023-07-15 22:56:30,8754,8900,8944,8833
2023-07-15 22:56:45,8754,8900,8944,8833
2023-07-15 22:57:00,8754,8900,8944,8833
2023-07-15 22:57:15,8754,8900,8944,8833
2023-07-15 22:57:30,8754,8900,8944,8833
2023-07-15 22:57:45,8754,8900,8944,8833
2023-07-15 22:58:00,8754,8900,8944,8833
2023-07-15 22:58:15,8754,8900,8944,8833
2023-07-15 22:58:30,8754,8900,8944,8833
2023-07-15 22:58:45,8754,8900,8944,8833
2023-07-15 22:59:00,8754,8900,8944,8833
2023-07-15 22:59:15,8754,8900,8944,8833
2023-07-15 22:59:30,8754,8900,8944,8833
2023-07-15 22:59:45,8754,8900,8944,8833
2023-07-15 23:00:00,8754,8900,8944,8833
2023-07-15 23:00:15,8754,8900,8944,8833
2023-07-15 23:00:30,8754,8900,8944,8833
2023-07-15 23:00:45,8754,8900,8944,8833
2023-07-15 23:01:00,8754,8900,8944,8833
2023-07-15 23:01:15,8754,8900,8944,8833
2023-07-15 23:01:30,8754,8900,8944,8833
2023-07-15 23:01:45,8754,8900,8944,8833
2023-07-15 23:02:00,8754,8900,8944,8833
2023-07-15 23:02:15,8754,8900,8944,8833
2023-07-15 23:02:30,8754,8900,8944,8833
2023-07-15 23:02:45,8754,8900,8944,8833
2023-07-15 23:03:00,8754,8900,8944,8833
2023-07-15 23:03:15,8754,8900,8944,8833
2023-07-15 23:03:30,8754,8900,8944,8833
2023-07-15 23:03:45,8754,8900,8944,8833
2023-07-15 23:04:00,8754,8900,8944,8833
2023-07-15 23:04:15,8754,8900,8944,8833
2023-07-15 23:04:30,8754,8900,8944,8833
2023-07-15 23:04:45,8754,8900,8944,8833
2023-07-15 23:05:00,8754,8900,8944,8833
2023-07-15 23:05:15,8754,8900,8944,8833
2023-07-15 23:05:30,8754,8900,8944,8833
2023-07-15 23:05:45,8754,8900,8944,8833
2023-07-15 23:06:00,8754,8900,8944,8833
2023-07-15 23:06:15,8754,8900,8944,8833
2023-07-15 23:06:30,8754,8900,8944,8833
2023-07-15 23:06:45,8754,8900,8944,8833
2023-07-15 23:07:00,8754,8900,8944,8833
2023-07-15 23:07:15,8754,8900,8944,8833
2023-07-15 23:07:30,8754,8900,8944,8833
2023-07-15 23:07:45,8754,8900,8944,8833
2023-07-15 23:08:00,8754,8900,8944,8833
2023-07-15 23:08:15,8754,8900,8944,8833
2023-07-15 23:08:30,8754,8900,8944,8833
2023-07-15 23:08:45,8754,8900,8944,8833
2023-07-15 23:09:00,8754,8900,8944,8833
2023-07-15 23:09:15,8754,8900,8944,8833
2023-07-15 23:09:30,8754,8900,8944,8833
