"Time","total","emqx-3","emqx-0","emqx-2","emqx-1"
2023-07-15 16:07:00,9,3,3,0,3
2023-07-15 16:07:15,12,3,5,1,3
2023-07-15 16:07:30,13,4,5,1,3
2023-07-15 16:07:45,16,4,6,2,4
2023-07-15 16:08:00,18,4,7,3,4
2023-07-15 16:08:15,20,4,8,3,5
2023-07-15 16:08:30,22,5,8,3,6
2023-07-15 16:08:45,24,6,9,3,6
2023-07-15 16:09:00,26,8,9,3,6
2023-07-15 16:09:15,29,9,11,3,6
2023-07-15 16:09:30,29,9,11,3,6
2023-07-15 16:09:45,34,9,14,5,6
2023-07-15 16:10:00,34,9,14,5,6
2023-07-15 16:10:15,37,9,15,5,8
2023-07-15 16:10:30,37,9,15,5,8
2023-07-15 16:10:45,42,9,18,5,10
2023-07-15 16:11:00,42,9,18,5,10
2023-07-15 16:11:15,44,10,19,5,10
2023-07-15 16:11:30,46,11,19,6,10
2023-07-15 16:11:45,49,11,21,7,10
2023-07-15 16:12:00,51,11,21,7,12
2023-07-15 16:12:15,53,12,21,7,13
2023-07-15 16:12:30,53,12,21,7,13
2023-07-15 16:12:45,57,13,22,8,14
2023-07-15 16:13:00,58,13,22,8,15
2023-07-15 16:13:15,61,14,22,9,16
2023-07-15 16:13:30,63,14,23,9,17
2023-07-15 16:13:45,66,15,24,10,17
2023-07-15 16:14:00,66,15,24,10,17
2023-07-15 16:14:15,68,15,24,12,17
2023-07-15 16:14:30,71,16,24,14,17
2023-07-15 16:14:45,73,16,26,14,17
2023-07-15 16:15:00,75,16,27,15,17
2023-07-15 16:15:15,78,17,29,15,17
2023-07-15 16:15:30,78,17,29,15,17
2023-07-15 16:15:45,81,17,31,16,17
2023-07-15 16:16:00,82,17,31,16,18
2023-07-15 16:16:15,85,18,31,17,19
2023-07-15 16:16:30,87,18,31,18,20
2023-07-15 16:16:45,89,18,31,19,21
2023-07-15 16:17:00,90,18,31,20,21
2023-07-15 16:17:15,93,19,32,20,22
2023-07-15 16:17:30,95,19,32,20,24
2023-07-15 16:17:45,97,19,34,20,24
2023-07-15 16:18:00,99,19,35,21,24
2023-07-15 16:18:15,102,19,36,21,26
2023-07-15 16:18:30,103,19,36,22,26
2023-07-15 16:18:45,104,20,36,22,26
2023-07-15 16:19:00,106,20,36,22,28
2023-07-15 16:19:15,106,20,36,22,28
2023-07-15 16:19:30,107,20,36,23,28
2023-07-15 16:19:45,108,20,37,23,28
2023-07-15 16:20:00,109,20,38,23,28
2023-07-15 16:20:15,111,22,38,23,28
2023-07-15 16:20:30,111,22,38,23,28
2023-07-15 16:20:45,111,22,38,23,28
2023-07-15 16:21:00,113,23,38,23,29
2023-07-15 16:21:15,113,23,38,23,29
2023-07-15 16:21:30,113,23,38,23,29
2023-07-15 16:21:45,114,23,38,24,29
2023-07-15 16:22:00,115,23,38,24,30
2023-07-15 16:22:15,115,23,38,24,30
2023-07-15 16:22:30,116,24,38,24,30
2023-07-15 16:22:45,117,24,38,24,31
2023-07-15 16:23:00,117,24,38,24,31
2023-07-15 16:23:15,118,25,38,24,31
2023-07-15 16:23:30,118,25,38,24,31
2023-07-15 16:23:45,119,25,38,25,31
2023-07-15 16:24:00,120,25,38,26,31
2023-07-15 16:24:15,120,25,38,26,31
2023-07-15 16:24:30,121,25,38,26,32
2023-07-15 16:24:45,121,25,38,26,32
2023-07-15 16:25:00,121,25,38,26,32
2023-07-15 16:25:15,121,25,38,26,32
2023-07-15 16:25:30,122,25,39,26,32
2023-07-15 16:25:45,122,25,39,26,32
2023-07-15 16:26:00,122,25,39,26,32
2023-07-15 16:26:15,122,25,39,26,32
2023-07-15 16:26:30,123,25,39,26,33
2023-07-15 16:26:45,123,25,39,26,33
2023-07-15 16:27:00,123,25,39,26,33
2023-07-15 16:27:15,123,25,39,26,33
2023-07-15 16:27:30,124,25,39,26,34
2023-07-15 16:27:45,124,25,39,26,34
2023-07-15 16:28:00,124,25,39,26,34
2023-07-15 16:28:15,125,25,40,26,34
2023-07-15 16:28:30,125,25,40,26,34
2023-07-15 16:28:45,125,25,40,26,34
2023-07-15 16:29:00,125,25,40,26,34
2023-07-15 16:29:15,125,25,40,26,34
2023-07-15 16:29:30,125,25,40,26,34
2023-07-15 16:29:45,125,25,40,26,34
2023-07-15 16:30:00,125,25,40,26,34
2023-07-15 16:30:15,125,25,40,26,34
2023-07-15 16:30:30,125,25,40,26,34
2023-07-15 16:30:45,125,25,40,26,34
2023-07-15 16:31:00,125,25,40,26,34
2023-07-15 16:31:15,125,25,40,26,34
2023-07-15 16:31:30,125,25,40,26,34
2023-07-15 16:31:45,125,25,40,26,34
2023-07-15 16:32:00,125,25,40,26,34
2023-07-15 16:32:15,125,25,40,26,34
2023-07-15 16:32:30,125,25,40,26,34
2023-07-15 16:32:45,125,25,40,26,34
2023-07-15 16:33:00,125,25,40,26,34
2023-07-15 16:33:15,125,25,40,26,34
2023-07-15 16:33:30,125,25,40,26,34
2023-07-15 16:33:45,125,25,40,26,34
2023-07-15 16:34:00,125,25,40,26,34
2023-07-15 16:34:15,125,25,40,26,34
2023-07-15 16:34:30,125,25,40,26,34
2023-07-15 16:34:45,125,25,40,26,34
2023-07-15 16:35:00,125,25,40,26,34
2023-07-15 16:35:15,125,25,40,26,34
2023-07-15 16:35:30,125,25,40,26,34
2023-07-15 16:35:45,125,25,40,26,34
2023-07-15 16:36:00,125,25,40,26,34
2023-07-15 16:36:15,125,25,40,26,34
2023-07-15 16:36:30,125,25,40,26,34
2023-07-15 16:36:45,125,25,40,26,34
