"Time","emqx-0","emqx-1"
2023-06-26 15:23:30,6.74,18.5
2023-06-26 15:23:45,6.74,18.5
2023-06-26 15:24:00,6.74,18.5
2023-06-26 15:24:15,6.74,18.5
2023-06-26 15:24:30,6.74,18.5
2023-06-26 15:24:45,6.74,18.5
2023-06-26 15:25:00,6.74,18.5
2023-06-26 15:25:15,6.74,18.5
2023-06-26 15:25:30,6.74,18.5
2023-06-26 15:25:45,6.74,18.5
2023-06-26 15:26:00,6.74,18.5
2023-06-26 15:26:15,6.74,18.5
2023-06-26 15:26:30,6.74,18.5
2023-06-26 15:26:45,6.74,18.5
2023-06-26 15:27:00,6.74,18.5
2023-06-26 15:27:15,6.74,18.5
2023-06-26 15:27:30,6.74,18.5
2023-06-26 15:27:45,6.74,18.5
2023-06-26 15:28:00,6.74,18.5
2023-06-26 15:28:15,6.74,18.5
2023-06-26 15:28:30,6.74,18.5
2023-06-26 15:28:45,6.74,18.5
2023-06-26 15:29:00,6.74,18.5
2023-06-26 15:29:15,6.74,18.5
2023-06-26 15:29:30,6.74,18.5
2023-06-26 15:29:45,6.74,18.5
2023-06-26 15:30:00,6.74,18.5
2023-06-26 15:30:15,6.74,18.5
2023-06-26 15:30:30,6.74,18.5
2023-06-26 15:30:45,6.74,18.5
2023-06-26 15:31:00,6.74,18.5
2023-06-26 15:31:15,6.74,18.5
2023-06-26 15:31:30,6.74,18.5
2023-06-26 15:31:45,6.75,18.5
2023-06-26 15:32:00,6.75,18.5
2023-06-26 15:32:15,6.75,18.5
2023-06-26 15:32:30,6.75,18.5
2023-06-26 15:32:45,6.75,18.5
2023-06-26 15:33:00,6.75,18.5
2023-06-26 15:33:15,6.76,18.5
2023-06-26 15:33:30,6.76,18.5
2023-06-26 15:33:45,6.76,18.5
2023-06-26 15:34:00,6.76,18.5
2023-06-26 15:34:15,6.77,18.5
2023-06-26 15:34:30,6.77,18.5
2023-06-26 15:34:45,6.77,18.5
2023-06-26 15:35:00,6.77,18.5
2023-06-26 15:35:15,6.78,18.5
2023-06-26 15:35:30,6.78,18.5
2023-06-26 15:35:45,6.78,18.5
2023-06-26 15:36:00,6.78,18.6
2023-06-26 15:36:15,6.79,18.6
2023-06-26 15:36:30,6.79,18.6
2023-06-26 15:36:45,6.79,18.6
2023-06-26 15:37:00,6.80,18.6
2023-06-26 15:37:15,6.80,18.6
2023-06-26 15:37:30,6.80,18.6
2023-06-26 15:37:45,6.80,18.6
2023-06-26 15:38:00,6.81,18.6
2023-06-26 15:38:15,6.81,18.6
2023-06-26 15:38:30,6.81,18.6
2023-06-26 15:38:45,6.81,18.6
2023-06-26 15:39:00,6.82,18.6
2023-06-26 15:39:15,6.82,18.6
2023-06-26 15:39:30,6.82,18.6
2023-06-26 15:39:45,6.83,18.6
2023-06-26 15:40:00,6.83,18.6
2023-06-26 15:40:15,6.83,18.6
2023-06-26 15:40:30,6.83,18.6
2023-06-26 15:40:45,6.84,18.6
2023-06-26 15:41:00,6.84,18.6
2023-06-26 15:41:15,6.84,18.6
2023-06-26 15:41:30,6.84,18.6
2023-06-26 15:41:45,6.85,18.6
2023-06-26 15:42:00,6.85,18.6
2023-06-26 15:42:15,6.85,18.6
2023-06-26 15:42:30,6.85,18.6
2023-06-26 15:42:45,6.86,18.6
2023-06-26 15:43:00,6.86,18.6
2023-06-26 15:43:15,6.86,18.6
2023-06-26 15:43:30,6.86,18.6
2023-06-26 15:43:45,6.87,18.6
2023-06-26 15:44:00,6.87,18.6
2023-06-26 15:44:15,6.87,18.6
2023-06-26 15:44:30,6.87,18.6
2023-06-26 15:44:45,6.88,18.6
2023-06-26 15:45:00,6.88,18.6
2023-06-26 15:45:15,6.88,18.6
2023-06-26 15:45:30,6.88,18.6
2023-06-26 15:45:45,6.89,18.6
2023-06-26 15:46:00,6.89,18.6
2023-06-26 15:46:15,6.89,18.6
2023-06-26 15:46:30,6.90,18.6
2023-06-26 15:46:45,6.90,18.6
2023-06-26 15:47:00,6.90,18.6
2023-06-26 15:47:15,6.90,18.6
2023-06-26 15:47:30,6.90,18.6
2023-06-26 15:47:45,6.91,18.6
2023-06-26 15:48:00,6.91,18.7
2023-06-26 15:48:15,6.91,18.7
2023-06-26 15:48:30,6.91,18.7
2023-06-26 15:48:45,6.92,18.7
2023-06-26 15:49:00,6.92,18.7
2023-06-26 15:49:15,6.92,18.7
2023-06-26 15:49:30,6.92,18.7
2023-06-26 15:49:45,6.92,18.7
2023-06-26 15:50:00,6.92,18.7
2023-06-26 15:50:15,6.93,18.7
2023-06-26 15:50:30,6.93,18.7
2023-06-26 15:50:45,6.93,18.7
2023-06-26 15:51:00,6.93,18.7
2023-06-26 15:51:15,6.93,18.7
2023-06-26 15:51:30,6.93,18.7
2023-06-26 15:51:45,6.93,18.7
2023-06-26 15:52:00,6.93,18.7
2023-06-26 15:52:15,6.94,18.7
2023-06-26 15:52:30,6.94,18.7
2023-06-26 15:52:45,6.94,18.7
2023-06-26 15:53:00,6.94,18.7
2023-06-26 15:53:15,6.94,18.7
2023-06-26 15:53:30,6.94,18.7
2023-06-26 15:53:45,6.94,18.7
2023-06-26 15:54:00,6.94,18.7
2023-06-26 15:54:15,6.94,18.7
2023-06-26 15:54:30,6.94,18.7
2023-06-26 15:54:45,6.95,18.7
2023-06-26 15:55:00,6.95,18.7
2023-06-26 15:55:15,6.95,18.7
2023-06-26 15:55:30,6.95,18.7
2023-06-26 15:55:45,6.95,18.7
2023-06-26 15:56:00,6.95,18.7
2023-06-26 15:56:15,6.95,18.7
2023-06-26 15:56:30,6.95,18.7
2023-06-26 15:56:45,6.95,18.7
2023-06-26 15:57:00,6.95,18.7
2023-06-26 15:57:15,6.95,18.7
2023-06-26 15:57:30,6.95,18.7
2023-06-26 15:57:45,6.96,18.7
2023-06-26 15:58:00,6.96,18.7
2023-06-26 15:58:15,6.96,18.7
2023-06-26 15:58:30,6.96,18.7
2023-06-26 15:58:45,6.96,18.7
2023-06-26 15:59:00,6.96,18.7
2023-06-26 15:59:15,6.96,18.7
2023-06-26 15:59:30,6.96,18.7
2023-06-26 15:59:45,6.96,18.7
2023-06-26 16:00:00,6.96,18.7
2023-06-26 16:00:15,6.96,18.7
2023-06-26 16:00:30,6.96,18.7
2023-06-26 16:00:45,6.96,18.7
2023-06-26 16:01:00,6.96,18.7
2023-06-26 16:01:15,6.96,18.7
2023-06-26 16:01:30,6.96,18.7
2023-06-26 16:01:45,6.96,18.7
2023-06-26 16:02:00,6.96,18.7
2023-06-26 16:02:15,6.96,18.7
2023-06-26 16:02:30,6.96,18.7
2023-06-26 16:02:45,6.97,18.7
2023-06-26 16:03:00,6.97,18.7
2023-06-26 16:03:15,6.97,18.7
2023-06-26 16:03:30,6.97,18.7
2023-06-26 16:03:45,6.97,18.7
2023-06-26 16:04:00,6.97,18.7
2023-06-26 16:04:15,6.97,18.7
2023-06-26 16:04:30,6.97,18.7

