"Time","Bytes Sent","Bytes received"
2023-06-26 11:41:15,0,0
2023-06-26 11:41:30,0,0
2023-06-26 11:41:45,0,0
2023-06-26 11:42:00,0,0
2023-06-26 11:42:15,45,189
2023-06-26 11:42:30,45,189
2023-06-26 11:42:45,82,312
2023-06-26 11:43:00,91,352
2023-06-26 11:43:15,359988,364167
2023-06-26 11:43:30,1548107,1555599
2023-06-26 11:43:45,6354978,6367562
2023-06-26 11:44:00,10736301,10753443
2023-06-26 11:44:15,22836611,22858734
2023-06-26 11:44:30,30924689,30948334
2023-06-26 11:44:45,50318535,50342351
2023-06-26 11:45:00,61979458,62004551
2023-06-26 11:45:15,88618352,88638004
2023-06-26 11:45:30,103813347,103832427
2023-06-26 11:45:45,137642391,137654768
2023-06-26 11:46:00,156477850,156486096
2023-06-26 11:46:15,197470600,197468950
2023-06-26 11:46:30,219907250,219901134
2023-06-26 11:46:45,267981465,267959341
2023-06-26 11:47:00,294003192,293976321
2023-06-26 11:47:15,349266859,349223319
2023-06-26 11:47:30,378898039,378841843
2023-06-26 11:47:45,441239994,441166507
2023-06-26 11:48:00,474522768,474435969
2023-06-26 11:48:15,543615017,543500025
2023-06-26 11:48:30,579328909,579196761
2023-06-26 11:48:45,651418399,651248135
2023-06-26 11:49:00,687483117,687290149
2023-06-26 11:49:15,759705379,759472185
2023-06-26 11:49:30,795895976,795640335
2023-06-26 11:49:45,868297149,867994447
2023-06-26 11:50:00,904568356,904240675
2023-06-26 11:50:15,977223711,976846344
2023-06-26 11:50:30,1013554401,1013149161
2023-06-26 11:50:45,1086202665,1085744496
2023-06-26 11:51:00,1122566238,1122081152
2023-06-26 11:51:15,1195221476,1194719098
2023-06-26 11:51:30,1231581194,1231016429
2023-06-26 11:51:45,1304315413,1303697564
2023-06-26 11:52:00,1340643018,1339998321
2023-06-26 11:52:15,1413364205,1412669370
2023-06-26 11:52:30,1449697021,1448972506
2023-06-26 11:52:45,1522355093,1521578599
2023-06-26 11:53:00,1558665675,1557860993
2023-06-26 11:53:15,1631295602,1630444017
2023-06-26 11:53:30,1667631157,1666747955
2023-06-26 11:53:45,1740227096,1739298310
2023-06-26 11:54:00,1776539866,1775575547
2023-06-26 11:54:15,1849148898,1848132369
2023-06-26 11:54:30,1885452987,1884408634
2023-06-26 11:54:45,1958027430,1956929548
2023-06-26 11:55:00,1994319495,1993196249
2023-06-26 11:55:15,2066890441,2065712633
2023-06-26 11:55:30,2103157488,2101952986
2023-06-26 11:55:45,2175705591,2174449517
2023-06-26 11:56:00,2211980070,2210696983
2023-06-26 11:56:15,2284473919,2283136256
2023-06-26 11:56:30,2320718080,2319353798
2023-06-26 11:56:45,2393215121,2391799077
2023-06-26 11:57:00,2429462215,2428017893
2023-06-26 11:57:15,2501943862,2500449288
2023-06-26 11:57:30,2538164397,2536640097
2023-06-26 11:57:45,2610642449,2609067236
2023-06-26 11:58:00,2646886651,2645282531
2023-06-26 11:58:15,2719271349,2717618854
2023-06-26 11:58:30,2755490686,2753806664
2023-06-26 11:58:45,2827897591,2826163591
2023-06-26 11:59:00,2864065234,2862301382
2023-06-26 11:59:15,2936431464,2934617399
2023-06-26 11:59:30,2972594325,2970751803
2023-06-26 11:59:45,3044922374,3043025361
2023-06-26 12:00:00,3080873752,3078949924
2023-06-26 12:00:15,3150661749,3148686611
2023-06-26 12:00:30,3184191134,3182187408
2023-06-26 12:00:45,3247384968,3245327922
2023-06-26 12:01:00,3277285202,3275201608
2023-06-26 12:01:15,3333394394,3331257605
2023-06-26 12:01:30,3359708008,3357544416
2023-06-26 12:01:45,3408704275,3406490479
2023-06-26 12:02:00,3431592475,3429349031
2023-06-26 12:02:15,3473646481,3471352399
2023-06-26 12:02:30,3493052891,3490729525
2023-06-26 12:02:45,3528018420,3525641728
2023-06-26 12:03:00,3543966418,3541563124
2023-06-26 12:03:15,3571939514,3569482878
2023-06-26 12:03:30,3584390668,3581907384
2023-06-26 12:03:45,3605381468,3602845234
2023-06-26 12:04:00,3614331724,3611768781
2023-06-26 12:04:15,3628411595,3625795091
2023-06-26 12:04:30,3633835944,3631192834
2023-06-26 12:04:45,3640935476,3638239058
2023-06-26 12:05:00,3643219654,3640496688
2023-06-26 12:05:15,3646156736,3643380655
2023-06-26 12:05:30,3647346034,3644543068
2023-06-26 12:05:45,3649715485,3646859227
2023-06-26 12:06:00,3650900875,3648017993
2023-06-26 12:06:15,3653271742,3650335536
2023-06-26 12:06:30,3654456178,3651493370
2023-06-26 12:06:45,3656828561,3653812395
2023-06-26 12:07:00,3658014405,3654971605
2023-06-26 12:07:15,3660385106,3657288986
2023-06-26 12:07:30,3661567701,3658445021
2023-06-26 12:07:45,3663938572,3660762654
2023-06-26 12:08:00,3665123884,3661921258
2023-06-26 12:08:15,3667476519,3664220985
2023-06-26 12:08:30,3668597823,3665317207
