"Time","emqx-1","emqx-2","emqx-0","Used Memory"
2023-06-22 17:34:45,1.69 GB,1.97 GB,1.86 GB,5.51 GB
2023-06-22 17:35:00,1.70 GB,1.97 GB,1.88 GB,5.55 GB
2023-06-22 17:35:15,1.71 GB,1.98 GB,1.90 GB,5.59 GB
2023-06-22 17:35:30,1.72 GB,1.99 GB,1.90 GB,5.61 GB
2023-06-22 17:35:45,1.74 GB,1.99 GB,1.92 GB,5.64 GB
2023-06-22 17:36:00,1.75 GB,2.01 GB,1.92 GB,5.67 GB
2023-06-22 17:36:15,1.77 GB,2.04 GB,1.93 GB,5.74 GB
2023-06-22 17:36:30,1.78 GB,2.06 GB,1.94 GB,5.77 GB
2023-06-22 17:36:45,1.80 GB,2.06 GB,1.95 GB,5.82 GB
2023-06-22 17:37:00,1.81 GB,2.08 GB,1.97 GB,5.86 GB
2023-06-22 17:37:15,1.82 GB,2.11 GB,1.98 GB,5.90 GB
2023-06-22 17:37:30,1.82 GB,2.10 GB,2.00 GB,5.93 GB
2023-06-22 17:37:45,1.83 GB,2.11 GB,2.01 GB,5.95 GB
2023-06-22 17:38:00,1.85 GB,2.13 GB,2.01 GB,6.00 GB
2023-06-22 17:38:15,1.86 GB,2.13 GB,2.02 GB,6.02 GB
2023-06-22 17:38:30,1.87 GB,2.16 GB,2.04 GB,6.07 GB
2023-06-22 17:38:45,1.87 GB,2.18 GB,2.04 GB,6.10 GB
2023-06-22 17:39:00,1.88 GB,2.18 GB,2.09 GB,6.15 GB
2023-06-22 17:39:15,1.88 GB,2.17 GB,2.09 GB,6.14 GB
2023-06-22 17:39:30,1.89 GB,2.18 GB,2.10 GB,6.17 GB
2023-06-22 17:39:45,1.93 GB,2.19 GB,2.10 GB,6.22 GB
2023-06-22 17:40:00,1.95 GB,2.19 GB,2.11 GB,6.25 GB
2023-06-22 17:40:15,1.95 GB,2.20 GB,2.11 GB,6.25 GB
2023-06-22 17:40:30,1.95 GB,2.20 GB,2.12 GB,6.27 GB
2023-06-22 17:40:45,1.98 GB,2.24 GB,2.13 GB,6.35 GB
2023-06-22 17:41:00,1.99 GB,2.24 GB,2.13 GB,6.36 GB
2023-06-22 17:41:15,1.99 GB,2.25 GB,2.14 GB,6.38 GB
2023-06-22 17:41:30,1.99 GB,2.25 GB,2.14 GB,6.38 GB
2023-06-22 17:41:45,2.02 GB,2.25 GB,2.14 GB,6.41 GB
2023-06-22 17:42:00,2.02 GB,2.26 GB,2.16 GB,6.44 GB
2023-06-22 17:42:15,2.02 GB,2.26 GB,2.17 GB,6.45 GB
2023-06-22 17:42:30,2.02 GB,2.27 GB,2.15 GB,6.44 GB
2023-06-22 17:42:45,1.93 GB,2.20 GB,2.17 GB,6.30 GB
2023-06-22 17:43:00,1.96 GB,2.21 GB,2.11 GB,6.29 GB
2023-06-22 17:43:15,1.99 GB,2.27 GB,2.13 GB,6.40 GB
2023-06-22 17:43:30,2.00 GB,2.29 GB,2.17 GB,6.46 GB
2023-06-22 17:43:45,2.03 GB,2.33 GB,2.18 GB,6.55 GB
2023-06-22 17:44:00,2.05 GB,2.34 GB,2.22 GB,6.62 GB
2023-06-22 17:44:15,2.06 GB,2.35 GB,2.24 GB,6.65 GB
2023-06-22 17:44:30,2.06 GB,2.36 GB,2.23 GB,6.64 GB
2023-06-22 17:44:45,2.07 GB,2.35 GB,2.25 GB,6.66 GB
2023-06-22 17:45:00,2.06 GB,2.35 GB,2.24 GB,6.65 GB
2023-06-22 17:45:15,2.06 GB,2.35 GB,2.25 GB,6.67 GB
2023-06-22 17:45:30,2.06 GB,2.36 GB,2.25 GB,6.67 GB
2023-06-22 17:45:45,2.05 GB,2.36 GB,2.26 GB,6.67 GB
2023-06-22 17:46:00,2.05 GB,2.36 GB,2.24 GB,6.65 GB
2023-06-22 17:46:15,2.06 GB,2.35 GB,2.25 GB,6.66 GB
2023-06-22 17:46:30,2.05 GB,2.35 GB,2.24 GB,6.65 GB
2023-06-22 17:46:45,2.05 GB,2.31 GB,2.23 GB,6.58 GB
2023-06-22 17:47:00,2.04 GB,2.32 GB,2.20 GB,6.56 GB
2023-06-22 17:47:15,2.01 GB,2.29 GB,2.20 GB,6.50 GB
2023-06-22 17:47:30,2.01 GB,2.29 GB,2.16 GB,6.46 GB
2023-06-22 17:47:45,2.00 GB,2.29 GB,2.16 GB,6.45 GB
2023-06-22 17:48:00,2.01 GB,2.27 GB,2.17 GB,6.45 GB
2023-06-22 17:48:15,2.00 GB,2.27 GB,2.17 GB,6.44 GB
2023-06-22 17:48:30,1.99 GB,2.27 GB,2.17 GB,6.43 GB
2023-06-22 17:48:45,1.98 GB,2.26 GB,2.18 GB,6.43 GB
2023-06-22 17:49:00,1.99 GB,2.27 GB,2.16 GB,6.43 GB
2023-06-22 17:49:15,1.99 GB,2.26 GB,2.18 GB,6.43 GB
2023-06-22 17:49:30,1.99 GB,2.27 GB,2.16 GB,6.43 GB
2023-06-22 17:49:45,1.99 GB,2.28 GB,2.17 GB,6.43 GB
2023-06-22 17:50:00,2.00 GB,2.28 GB,2.16 GB,6.44 GB
2023-06-22 17:50:15,2.00 GB,2.28 GB,2.16 GB,6.44 GB
2023-06-22 17:50:30,1.99 GB,2.27 GB,2.16 GB,6.42 GB
2023-06-22 17:50:45,2.00 GB,2.26 GB,2.17 GB,6.43 GB
2023-06-22 17:51:00,1.99 GB,2.26 GB,2.16 GB,6.42 GB
2023-06-22 17:51:15,1.99 GB,2.26 GB,2.17 GB,6.42 GB
2023-06-22 17:51:30,1.99 GB,2.27 GB,2.16 GB,6.43 GB
2023-06-22 17:51:45,2.00 GB,2.26 GB,2.18 GB,6.44 GB
2023-06-22 17:52:00,1.99 GB,2.27 GB,2.17 GB,6.43 GB
2023-06-22 17:52:15,2.00 GB,2.26 GB,2.16 GB,6.42 GB
2023-06-22 17:52:30,1.99 GB,2.26 GB,2.17 GB,6.43 GB
2023-06-22 17:52:45,2.00 GB,2.26 GB,2.16 GB,6.43 GB
2023-06-22 17:53:00,2.01 GB,2.26 GB,2.17 GB,6.45 GB
2023-06-22 17:53:15,2.00 GB,2.27 GB,2.18 GB,6.45 GB
2023-06-22 17:53:30,2.00 GB,2.28 GB,2.16 GB,6.44 GB
2023-06-22 17:53:45,2.00 GB,2.27 GB,2.17 GB,6.44 GB
2023-06-22 17:54:00,2.00 GB,2.27 GB,2.16 GB,6.44 GB
2023-06-22 17:54:15,2.01 GB,2.27 GB,2.17 GB,6.44 GB
2023-06-22 17:54:30,2.00 GB,2.27 GB,2.17 GB,6.44 GB
2023-06-22 17:54:45,2.00 GB,2.27 GB,2.17 GB,6.44 GB
2023-06-22 17:55:00,2.01 GB,2.27 GB,2.16 GB,6.44 GB
2023-06-22 17:55:15,2.01 GB,2.27 GB,2.16 GB,6.44 GB
2023-06-22 17:55:30,2.00 GB,2.27 GB,2.17 GB,6.44 GB
2023-06-22 17:55:45,2.01 GB,2.27 GB,2.16 GB,6.44 GB
2023-06-22 17:56:00,2.00 GB,2.27 GB,2.17 GB,6.45 GB
2023-06-22 17:56:15,2.01 GB,2.27 GB,2.17 GB,6.45 GB
2023-06-22 17:56:30,2.01 GB,2.28 GB,2.17 GB,6.47 GB
2023-06-22 17:56:45,2.00 GB,2.26 GB,2.18 GB,6.44 GB
2023-06-22 17:57:00,2.01 GB,2.26 GB,2.16 GB,6.44 GB
2023-06-22 17:57:15,2.00 GB,2.26 GB,2.17 GB,6.43 GB
2023-06-22 17:57:30,2.00 GB,2.26 GB,2.16 GB,6.42 GB
2023-06-22 17:57:45,1.82 GB,2.09 GB,2.17 GB,6.08 GB
2023-06-22 17:58:00,1.80 GB,2.09 GB,2.00 GB,5.89 GB
2023-06-22 17:58:15,1.91 GB,2.17 GB,2.05 GB,6.13 GB
2023-06-22 17:58:30,1.93 GB,2.19 GB,2.09 GB,6.20 GB
2023-06-22 17:58:45,1.95 GB,2.21 GB,2.10 GB,6.25 GB
2023-06-22 17:59:00,1.96 GB,2.22 GB,2.12 GB,6.30 GB
2023-06-22 17:59:15,1.97 GB,2.22 GB,2.12 GB,6.31 GB
2023-06-22 17:59:30,1.99 GB,2.22 GB,2.12 GB,6.34 GB
2023-06-22 17:59:45,2.04 GB,2.25 GB,2.14 GB,6.43 GB
2023-06-22 18:00:00,2.05 GB,2.26 GB,2.15 GB,6.45 GB
2023-06-22 18:00:15,2.06 GB,2.28 GB,2.16 GB,6.50 GB
2023-06-22 18:00:30,2.06 GB,2.28 GB,2.17 GB,6.51 GB
2023-06-22 18:00:45,2.07 GB,2.29 GB,2.18 GB,6.54 GB
2023-06-22 18:01:00,2.07 GB,2.29 GB,2.17 GB,6.53 GB
2023-06-22 18:01:15,2.06 GB,2.28 GB,2.18 GB,6.52 GB
2023-06-22 18:01:30,2.06 GB,2.29 GB,2.18 GB,6.53 GB
2023-06-22 18:01:45,2.06 GB,2.29 GB,2.18 GB,6.53 GB
2023-06-22 18:02:00,2.06 GB,2.30 GB,2.18 GB,6.54 GB
2023-06-22 18:02:15,2.06 GB,2.29 GB,2.19 GB,6.55 GB
2023-06-22 18:02:30,2.06 GB,2.30 GB,2.19 GB,6.55 GB
2023-06-22 18:02:45,2.07 GB,2.29 GB,2.20 GB,6.56 GB
2023-06-22 18:03:00,2.08 GB,2.29 GB,2.21 GB,6.58 GB
2023-06-22 18:03:15,2.08 GB,2.29 GB,2.21 GB,6.58 GB
2023-06-22 18:03:30,2.08 GB,2.30 GB,2.21 GB,6.59 GB
2023-06-22 18:03:45,2.09 GB,2.29 GB,2.21 GB,6.60 GB
2023-06-22 18:04:00,2.08 GB,2.30 GB,2.21 GB,6.59 GB
2023-06-22 18:04:15,2.07 GB,2.29 GB,2.21 GB,6.58 GB
2023-06-22 18:04:30,2.08 GB,2.29 GB,2.21 GB,6.58 GB
2023-06-22 18:04:45,2.08 GB,2.29 GB,2.21 GB,6.58 GB
2023-06-22 18:05:00,2.08 GB,2.28 GB,2.20 GB,6.57 GB
2023-06-22 18:05:15,2.08 GB,2.29 GB,2.21 GB,6.58 GB
2023-06-22 18:05:30,2.08 GB,2.29 GB,2.20 GB,6.57 GB
2023-06-22 18:05:45,2.08 GB,2.28 GB,2.20 GB,6.57 GB
2023-06-22 18:06:00,2.07 GB,2.28 GB,2.22 GB,6.57 GB
2023-06-22 18:06:15,2.08 GB,2.29 GB,2.21 GB,6.57 GB
2023-06-22 18:06:30,2.08 GB,2.28 GB,2.20 GB,6.56 GB
2023-06-22 18:06:45,2.08 GB,2.30 GB,2.21 GB,6.60 GB
2023-06-22 18:07:00,2.08 GB,2.30 GB,2.20 GB,6.57 GB
2023-06-22 18:07:15,2.08 GB,2.29 GB,2.20 GB,6.57 GB
2023-06-22 18:07:30,2.07 GB,2.29 GB,2.20 GB,6.57 GB
2023-06-22 18:07:45,2.08 GB,2.30 GB,2.20 GB,6.58 GB
2023-06-22 18:08:00,2.08 GB,2.30 GB,2.21 GB,6.58 GB
2023-06-22 18:08:15,2.08 GB,2.29 GB,2.21 GB,6.58 GB
2023-06-22 18:08:30,2.09 GB,2.31 GB,2.21 GB,6.60 GB
2023-06-22 18:08:45,2.08 GB,2.30 GB,2.20 GB,6.58 GB
2023-06-22 18:09:00,2.08 GB,2.30 GB,2.21 GB,6.59 GB
2023-06-22 18:09:15,2.08 GB,2.29 GB,2.21 GB,6.58 GB
2023-06-22 18:09:30,2.08 GB,2.29 GB,2.20 GB,6.57 GB
2023-06-22 18:09:45,2.08 GB,2.29 GB,2.20 GB,6.58 GB
2023-06-22 18:10:00,2.07 GB,2.30 GB,2.20 GB,6.58 GB
2023-06-22 18:10:15,2.08 GB,2.30 GB,2.21 GB,6.58 GB
2023-06-22 18:10:30,2.08 GB,2.30 GB,2.20 GB,6.59 GB

