"Time","emqx-1","emqx-2","emqx-0"
2023-06-22 17:27:45,26.7,23.6,
2023-06-22 17:28:00,26.6,23.6,22.4
2023-06-22 17:28:15,26.6,23.6,22.4
2023-06-22 17:28:30,26.5,23.5,22.3
2023-06-22 17:28:45,26.5,23.5,22.3
2023-06-22 17:29:00,26.4,23.4,22.2
2023-06-22 17:29:15,26.4,23.4,22.2
2023-06-22 17:29:30,26.3,23.4,22.1
2023-06-22 17:29:45,26.3,23.3,22.1
2023-06-22 17:30:00,26.2,23.3,22.1
2023-06-22 17:30:15,26.2,23.2,22.0
2023-06-22 17:30:30,26.2,23.2,22.0
2023-06-22 17:30:45,26.1,23.2,22.0
2023-06-22 17:31:00,26.1,23.1,21.9
2023-06-22 17:31:15,26.0,23.1,21.9
2023-06-22 17:31:30,26.0,23.1,21.9
2023-06-22 17:31:45,26.0,23.1,21.9
2023-06-22 17:32:00,26.0,23.1,21.9
2023-06-22 17:32:15,26.0,23.1,21.9
2023-06-22 17:32:30,26.0,23.1,21.9
2023-06-22 17:32:45,26.0,23.1,21.9
2023-06-22 17:33:00,26.0,23.1,21.9
2023-06-22 17:33:15,26.0,23.1,21.9
2023-06-22 17:33:30,26.0,23.1,21.9
2023-06-22 17:33:45,26.0,23.2,22.0
2023-06-22 17:34:00,26.1,23.2,22.0
2023-06-22 17:34:15,26.1,23.2,22.0
2023-06-22 17:34:30,26.1,23.3,22.1
2023-06-22 17:34:45,26.2,23.3,22.1
2023-06-22 17:35:00,26.2,23.4,22.2
2023-06-22 17:35:15,26.3,23.4,22.2
2023-06-22 17:35:30,26.3,23.5,22.3
2023-06-22 17:35:45,26.4,23.5,22.3
2023-06-22 17:36:00,26.5,23.6,22.4
2023-06-22 17:36:15,26.6,23.7,22.5
2023-06-22 17:36:30,26.6,23.7,22.6
2023-06-22 17:36:45,26.7,23.8,22.6
2023-06-22 17:37:00,26.8,23.9,22.7
2023-06-22 17:37:15,26.9,24.0,22.7
2023-06-22 17:37:30,26.9,24.0,22.8
2023-06-22 17:37:45,27.1,24.1,22.9
2023-06-22 17:38:00,27.1,24.2,23.0
2023-06-22 17:38:15,27.2,24.3,23.1
2023-06-22 17:38:30,27.3,24.4,23.2
2023-06-22 17:38:45,27.4,24.5,23.2
2023-06-22 17:39:00,27.5,24.5,23.4
2023-06-22 17:39:15,27.6,24.7,23.4
2023-06-22 17:39:30,27.7,24.7,23.5
2023-06-22 17:39:45,27.8,24.9,23.6
2023-06-22 17:40:00,27.9,25.0,23.7
2023-06-22 17:40:15,28.1,25.1,23.8
2023-06-22 17:40:30,28.1,25.2,24.0
2023-06-22 17:40:45,28.3,25.3,24.0
2023-06-22 17:41:00,28.4,25.4,24.2
2023-06-22 17:41:15,28.5,25.5,24.2
2023-06-22 17:41:30,28.6,25.6,24.4
2023-06-22 17:41:45,28.7,25.8,24.5
2023-06-22 17:42:00,28.8,25.8,24.6
2023-06-22 17:42:15,29.0,26.0,24.7
2023-06-22 17:42:30,29.0,26.1,24.8
2023-06-22 17:42:45,29.2,26.2,24.9
2023-06-22 17:43:00,29.3,26.3,25.1
2023-06-22 17:43:15,29.4,26.5,25.1
2023-06-22 17:43:30,29.5,26.5,25.3
2023-06-22 17:43:45,29.6,26.7,25.3
2023-06-22 17:44:00,29.7,26.8,25.5
2023-06-22 17:44:15,29.9,26.9,25.6
2023-06-22 17:44:30,29.9,27.0,25.7
2023-06-22 17:44:45,30.1,27.1,25.8
2023-06-22 17:45:00,30.2,27.2,25.9
2023-06-22 17:45:15,30.3,27.4,26.0
2023-06-22 17:45:30,30.4,27.4,26.1
2023-06-22 17:45:45,30.5,27.6,26.2
2023-06-22 17:46:00,30.6,27.7,26.3
2023-06-22 17:46:15,30.7,27.8,26.4
2023-06-22 17:46:30,30.8,27.9,26.6
2023-06-22 17:46:45,31.0,28.0,26.6
2023-06-22 17:47:00,31.0,28.1,26.8
2023-06-22 17:47:15,31.2,28.2,26.8
2023-06-22 17:47:30,31.3,28.3,27.0
2023-06-22 17:47:45,31.4,28.5,27.0
2023-06-22 17:48:00,31.5,28.5,27.2
2023-06-22 17:48:15,31.6,28.7,27.2
2023-06-22 17:48:30,31.7,28.7,27.4
2023-06-22 17:48:45,31.8,28.9,27.4
2023-06-22 17:49:00,31.9,29.0,27.6
2023-06-22 17:49:15,32.0,29.1,27.6
2023-06-22 17:49:30,32.1,29.2,27.7
2023-06-22 17:49:45,32.2,29.3,27.8
2023-06-22 17:50:00,32.3,29.3,27.9
2023-06-22 17:50:15,32.4,29.5,28.0
2023-06-22 17:50:30,32.4,29.5,28.1
