"Time","Bytes Sent","Bytes received"
2023-06-27 13:38:45,91,352
2023-06-27 13:39:00,5214,17116
2023-06-27 13:39:15,1338680,1291282
2023-06-27 13:39:30,3265054,3635635
2023-06-27 13:39:45,9996727,9707878
2023-06-27 13:40:00,15897109,16469136
2023-06-27 13:40:15,29030786,28872683
2023-06-27 13:40:30,40297669,40181003
2023-06-27 13:40:45,58269664,58930044
2023-06-27 13:41:00,75826030,74741551
2023-06-27 13:41:15,98703078,99737227
2023-06-27 13:41:30,121163628,119908925
2023-06-27 13:41:45,150681914,151336601
2023-06-27 13:42:00,176841851,175946880
2023-06-27 13:42:15,213517346,213865955
2023-06-27 13:42:30,243394542,242988828
2023-06-27 13:42:45,287321511,287343644
2023-06-27 13:43:00,320781232,320843365
2023-06-27 13:43:15,371999826,371623771
2023-06-27 13:43:30,409119458,409623307
2023-06-27 13:43:45,467612241,466759717
2023-06-27 13:44:00,508416183,509432183
2023-06-27 13:44:15,574148530,572874853
2023-06-27 13:44:30,618598250,620064035
2023-06-27 13:44:45,691756155,690006141
2023-06-27 13:45:00,739864221,741700525
2023-06-27 13:45:15,820284109,818138044
2023-06-27 13:45:30,872141745,874345261
2023-06-27 13:45:45,959550303,957178309
2023-06-27 13:46:00,1015124173,1017823876
2023-06-27 13:46:15,1109900935,1107163815
2023-06-27 13:46:30,1169333780,1172149873
2023-06-27 13:46:45,1269019638,1265978345
2023-06-27 13:47:00,1330177347,1332841588
2023-06-27 13:47:15,1430641760,1427566870
2023-06-27 13:47:30,1492216688,1494796627
2023-06-27 13:47:45,1592975060,1589826050
2023-06-27 13:48:00,1654641282,1657156516
2023-06-27 13:48:15,1755629129,1752378144
2023-06-27 13:48:30,1817401521,1819832544
2023-06-27 13:48:45,1918493718,1915117177
2023-06-27 13:49:00,1980359940,1982690998
2023-06-27 13:49:15,2081558242,2078045562
2023-06-27 13:49:30,2143494755,2145638168
2023-06-27 13:49:45,2244820757,2241192978
2023-06-27 13:50:00,2306776158,2308783342
2023-06-27 13:50:15,2408156919,2404389651
2023-06-27 13:50:30,2470245064,2472116662
2023-06-27 13:50:45,2571583761,2567734058
2023-06-27 13:51:00,2633715635,2635467547
2023-06-27 13:51:15,2735092430,2731098495
2023-06-27 13:51:30,2797194705,2798822416
2023-06-27 13:51:45,2898529279,2894434102
2023-06-27 13:52:00,2960680914,2962189670
2023-06-27 13:52:15,3062018123,3057791428
2023-06-27 13:52:30,3124089493,3125495439
2023-06-27 13:52:45,3225397365,3221081650
2023-06-27 13:53:00,3287479778,3288772562
2023-06-27 13:53:15,3388736953,3384326801
2023-06-27 13:53:30,3450773918,3451969284
2023-06-27 13:53:45,3552037073,3547515795
2023-06-27 13:54:00,3614090091,3615169569
2023-06-27 13:54:15,3715311985,3710633343
2023-06-27 13:54:30,3777347062,3778283405
2023-06-27 13:54:45,3878556166,3873762728
2023-06-27 13:55:00,3940520638,3941369904
2023-06-27 13:55:15,4041712568,4036810749
2023-06-27 13:55:30,4103715045,4104427618
2023-06-27 13:55:45,4204770840,4199748274
2023-06-27 13:56:00,4265978716,4266310429
2023-06-27 13:56:15,4363107113,4358169892
2023-06-27 13:56:30,4421144671,4420970955
2023-06-27 13:56:45,4511556377,4506680894
2023-06-27 13:57:00,4564862950,4564998551
2023-06-27 13:57:15,4650183599,4644607917
2023-06-27 13:57:30,4697442911,4698526479
2023-06-27 13:57:45,4778359754,4771973135
2023-06-27 13:58:00,4820118315,4821543453
2023-06-27 13:58:15,4895262998,4888902822
2023-06-27 13:58:30,4933140278,4934086605
2023-06-27 13:58:45,5001205637,4995106114
2023-06-27 13:59:00,5035420767,5035824232
2023-06-27 13:59:15,5096518002,5090549904
2023-06-27 13:59:30,5127140560,5126939121
2023-06-27 13:59:45,5181217103,5175399124
2023-06-27 14:00:00,5208344215,5207466440
2023-06-27 14:00:15,5255224749,5249637567
2023-06-27 14:00:30,5278736049,5277225872
2023-06-27 14:00:45,5318472789,5313222373
2023-06-27 14:01:00,5341333270,5338706361
2023-06-27 14:01:15,5370927103,5366033277
2023-06-27 14:01:30,5387197309,5384697667
2023-06-27 14:01:45,5412740325,5408106770
2023-06-27 14:02:00,5425445303,5422304094
2023-06-27 14:02:15,5444032670,5439507580
2023-06-27 14:02:30,5453050098,5449315342
2023-06-27 14:02:45,5465040468,5460426139
2023-06-27 14:03:00,5469743250,5465602207
2023-06-27 14:03:15,5475179695,5470925522
2023-06-27 14:03:30,5477878118,5473592001
2023-06-27 14:03:45,5481267185,5476940079
2023-06-27 14:04:00,5483661405,5479316126
2023-06-27 14:04:15,5486829512,5482301948
2023-06-27 14:04:30,5488777639,5484370639
2023-06-27 14:04:45,5491862551,5487204851
2023-06-27 14:05:00,5493695219,5489207953
2023-06-27 14:05:15,5496670046,5491869386
2023-06-27 14:05:30,5498351691,5493771874
2023-06-27 14:05:45,5501218366,5496333057
2023-06-27 14:06:00,5502786359,5498101222
2023-06-27 14:06:15,5505508596,5500536398
2023-06-27 14:06:30,5507023967,5502231999
2023-06-27 14:06:45,5509543386,5504486989
2023-06-27 14:07:00,5510986916,5506095725
2023-06-27 14:07:15,5513375320,5508235985
2023-06-27 14:07:30,5514704660,5509715922
2023-06-27 14:07:45,5516953677,5511738696
2023-06-27 14:08:00,5518219951,5513137087
2023-06-27 14:08:15,5520262039,5514982433
2023-06-27 14:08:30,5521463584,5516299973
2023-06-27 14:08:45,5523369588,5518030196
2023-06-27 14:09:00,5524455203,5519205904
2023-06-27 14:09:15,5526230197,5520830397
2023-06-27 14:09:30,5527245786,5521919854
2023-06-27 14:09:45,5528814021,5523365237
2023-06-27 14:10:00,5529772654,5524381366
2023-06-27 14:10:15,5531186780,5525693502
2023-06-27 14:10:30,5532034670,5526580580
2023-06-27 14:10:45,5533323753,5527787359
2023-06-27 14:11:00,5534089075,5528569822
2023-06-27 14:11:15,5535180229,5529608148
2023-06-27 14:11:30,5535884099,5530322757
2023-06-27 14:11:45,5536788671,5531200812
2023-06-27 14:12:00,5537397844,5531797550
2023-06-27 14:12:15,5538193625,5532580618
2023-06-27 14:12:30,5538702435,5533056047
2023-06-27 14:12:45,5539319954,5533687509
2023-06-27 14:13:00,5539780107,5534100851
2023-06-27 14:13:15,5540210517,5534565719
2023-06-27 14:13:30,5540576637,5534869939
2023-06-27 14:13:45,5540882006,5535236292
2023-06-27 14:14:00,5541140121,5535414019
2023-06-27 14:14:15,5541283177,5535633023
2023-06-27 14:14:30,5541443475,5535739922
2023-06-27 14:14:45,5541472602,5535783812
2023-06-27 14:15:00,5541483606,5535794816

