"Time","total","emqx-0","emqx-1"
2023-06-26 15:39:30,50,24,26
2023-06-26 15:39:45,50,24,26
2023-06-26 15:40:00,50,24,26
2023-06-26 15:40:15,50,24,26
2023-06-26 15:40:30,50,24,26
2023-06-26 15:40:45,50,24,26
2023-06-26 15:41:00,50,24,26
2023-06-26 15:41:15,50,24,26
2023-06-26 15:41:30,50,24,26
2023-06-26 15:41:45,50,24,26
2023-06-26 15:42:00,50,24,26
2023-06-26 15:42:15,50,24,26
2023-06-26 15:42:30,50,24,26
2023-06-26 15:42:45,50,24,26
2023-06-26 15:43:00,50,24,26
2023-06-26 15:43:15,50,24,26
2023-06-26 15:43:30,50,24,26
2023-06-26 15:43:45,50,24,26
2023-06-26 15:44:00,50,24,26
2023-06-26 15:44:15,50,24,26
2023-06-26 15:44:30,50,24,26
2023-06-26 15:44:45,50,24,26
2023-06-26 15:45:00,50,24,26
2023-06-26 15:45:15,50,24,26
2023-06-26 15:45:30,50,24,26
2023-06-26 15:45:45,50,24,26
2023-06-26 15:46:00,50,24,26
2023-06-26 15:46:15,50,24,26
2023-06-26 15:46:30,50,24,26
2023-06-26 15:46:45,50,24,26
2023-06-26 15:47:00,50,24,26
2023-06-26 15:47:15,50,24,26
2023-06-26 15:47:30,50,24,26
2023-06-26 15:47:45,50,24,26
2023-06-26 15:48:00,50,24,26
2023-06-26 15:48:15,50,24,26
2023-06-26 15:48:30,50,24,26
2023-06-26 15:48:45,50,24,26
2023-06-26 15:49:00,50,24,26
2023-06-26 15:49:15,50,24,26
2023-06-26 15:49:30,50,24,26
2023-06-26 15:49:45,50,24,26
2023-06-26 15:50:00,50,24,26
2023-06-26 15:50:15,50,24,26
2023-06-26 15:50:30,50,24,26
2023-06-26 15:50:45,50,24,26
2023-06-26 15:51:00,50,24,26
2023-06-26 15:51:15,50,24,26
2023-06-26 15:51:30,50,24,26
2023-06-26 15:51:45,50,24,26
2023-06-26 15:52:00,50,24,26
2023-06-26 15:52:15,50,24,26
2023-06-26 15:52:30,50,24,26
2023-06-26 15:52:45,50,24,26
2023-06-26 15:53:00,50,24,26
2023-06-26 15:53:15,50,24,26
2023-06-26 15:53:30,50,24,26
2023-06-26 15:53:45,50,24,26
2023-06-26 15:54:00,50,24,26
2023-06-26 15:54:15,50,24,26
2023-06-26 15:54:30,50,24,26
2023-06-26 15:54:45,50,24,26
2023-06-26 15:55:00,50,24,26
2023-06-26 15:55:15,50,24,26
2023-06-26 15:55:30,50,24,26
2023-06-26 15:55:45,50,24,26
2023-06-26 15:56:00,50,24,26
2023-06-26 15:56:15,50,24,26
2023-06-26 15:56:30,50,24,26
2023-06-26 15:56:45,50,24,26
2023-06-26 15:57:00,50,24,26
2023-06-26 15:57:15,50,24,26
2023-06-26 15:57:30,50,24,26
2023-06-26 15:57:45,50,24,26
2023-06-26 15:58:00,50,24,26
2023-06-26 15:58:15,50,24,26
2023-06-26 15:58:30,50,24,26
2023-06-26 15:58:45,50,24,26
2023-06-26 15:59:00,50,24,26
2023-06-26 15:59:15,50,24,26
2023-06-26 15:59:30,50,24,26
2023-06-26 15:59:45,50,24,26
2023-06-26 16:00:00,50,24,26
2023-06-26 16:00:15,50,24,26
2023-06-26 16:00:30,50,24,26
2023-06-26 16:00:45,50,24,26
2023-06-26 16:01:00,50,24,26
2023-06-26 16:01:15,50,24,26
2023-06-26 16:01:30,50,24,26
2023-06-26 16:01:45,50,24,26
2023-06-26 16:02:00,50,24,26
2023-06-26 16:02:15,50,24,26
2023-06-26 16:02:30,50,24,26
2023-06-26 16:02:45,50,24,26
2023-06-26 16:03:00,50,24,26
2023-06-26 16:03:15,50,24,26
2023-06-26 16:03:30,50,24,26
2023-06-26 16:03:45,50,24,26
2023-06-26 16:04:00,50,24,26
2023-06-26 16:04:15,50,24,26
2023-06-26 16:04:30,50,24,26

